 Trial_Robit               SWAT+ Oct 10 2019    MODULAR Rev 2019.60.1                                     
  jday   mon   day    yr    unit  gis_id     name         grzn        grzp        lab_min_p        act_sta_p            fertn            fertp             fixn            denit        act_nit_n        act_sta_n        org_lab_p     rsd_nitorg_n     rsd_laborg_p          no3atmo          nh4atmo
                                                          kgha        kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha
   365    12    31  2001      56     560  rtu560                 0.000       0.000       3.610       2.856       0.000       0.000            0.000           53.447          139.990           -4.710            9.854            3.834            0.689            0.000            0.000
   365    12    31  2001      57     570  rtu570                 0.000       0.000       3.872       3.132       0.000       0.000            0.000           69.700          152.512           -5.299           10.580            0.000            0.000            0.000            0.000
   365    12    31  2001      58     580  rtu580                 0.000       0.000       3.861       3.125       0.000       0.000            0.000           68.568          152.256           -5.293           10.561            0.000            0.000            0.000            0.000
   365    12    31  2001      59     590  rtu590                 0.000       0.000       3.558       2.821       0.000       0.000            0.000           48.685          139.612           -4.690            9.823            3.214            0.657            0.000            0.000
   365    12    31  2001      60     600  rtu600                 0.000       0.000       3.895       3.164       0.000       0.000            0.000          113.035          153.722           -5.448           10.621            0.000            0.000            0.000            0.000
   365    12    31  2001      61     610  rtu610                 0.000       0.000       3.900       3.145       0.000       0.000            0.000          101.767          152.476           -5.386           10.548            0.000            0.000            0.000            0.000
   365    12    31  2001      62     620  rtu620                 0.000       0.000       3.853       3.129       0.000       0.000            0.000           71.559          152.359           -5.300           10.567            0.000            0.000            0.000            0.000
   365    12    31  2001      63     630  rtu630                 0.000       0.000       3.890       3.139       0.000       0.000            0.000           99.827          152.249           -5.376           10.533            0.000            0.000            0.000            0.000
   365    12    31  2001      64     640  rtu640                 0.000       0.000       3.571       2.855       0.000       0.000            0.000           47.385          139.343           -4.736            9.799            3.195            0.579            0.000            0.000
   365    12    31  2001      65     650  rtu650                 0.000       0.000       3.548       2.875       0.000       0.000            0.000           43.687          138.110           -4.830            9.700            3.241            0.279            0.000            0.000
   365    12    31  2001      66     660  rtu660                 0.000       0.000       3.561       2.832       0.000       0.000            0.000           48.960          139.850           -4.695            9.841            3.265            0.661            0.000            0.000
   365    12    31  2001      67     670  rtu670                 0.000       0.000       3.570       2.866       0.000       0.000            0.000           46.211          139.244           -4.743            9.791            3.158            0.488            0.000            0.000
   365    12    31  2001      68     680  rtu680                 0.000       0.000       3.868       3.129       0.000       0.000            0.000           66.076          152.396           -5.290           10.573            0.000            0.000            0.000            0.000
   365    12    31  2001      69     690  rtu690                 0.000       0.000       3.571       2.894       0.000       0.000            0.000           44.173          138.111           -4.826            9.700            3.239            0.286            0.000            0.000
   365    12    31  2001      70     700  rtu700                 0.000       0.000       3.586       2.915       0.000       0.000            0.000           46.095          137.526           -4.904            9.650            3.295            0.287            0.000            0.000
   365    12    31  2001      71     710  rtu710                 0.000       0.000       3.654       2.939       0.000       0.000            0.000           52.039          146.497           -4.490           10.359            0.102            0.047            0.000            0.000
   365    12    31  2001      72     720  rtu720                 0.000       0.000       3.568       2.823       0.000       0.000            0.000           52.160          140.116           -4.705            9.862            3.202            0.587            0.000            0.000
   365    12    31  2001      73     730  rtu730                 0.000       0.000       3.559       2.878       0.000       0.000            0.000           44.323          138.278           -4.807            9.714            3.242            0.294            0.000            0.000
   365    12    31  2001      74     740  rtu740                 0.000       0.000       3.536       2.828       0.000       0.000            0.000           45.872          139.640           -4.684            9.825            3.134            0.402            0.000            0.000
   365    12    31  2001      75     750  rtu750                 0.000       0.000       3.863       3.134       0.000       0.000            0.000           70.411          152.560           -5.301           10.583            0.000            0.000            0.000            0.000
   365    12    31  2001      76     760  rtu760                 0.000       0.000       3.868       3.129       0.000       0.000            0.000           67.777          152.412           -5.294           10.573            0.000            0.000            0.000            0.000
   365    12    31  2001      77     770  rtu770                 0.000       0.000       3.556       2.873       0.000       0.000            0.000           44.958          138.597           -4.786            9.739            3.186            0.320            0.000            0.000
   365    12    31  2001      78     780  rtu780                 0.000       0.000       3.890       3.139       0.000       0.000            0.000          100.308          152.260           -5.377           10.533            0.000            0.000            0.000            0.000
   365    12    31  2001      79     790  rtu790                 0.000       0.000       3.858       3.123       0.000       0.000            0.000           66.132          152.164           -5.287           10.555            0.000            0.000            0.000            0.000
   365    12    31  2001      80     800  rtu800                 0.000       0.000       3.924       2.992       0.000       0.000            0.000           65.267          164.411           -4.797           11.528            0.002            0.000            0.000            0.000
   365    12    31  2001      81     810  rtu810                 0.000       0.000       3.933       3.163       0.000       0.000            0.000          106.051          153.287           -5.412           10.604            0.000            0.000            0.000            0.000
   365    12    31  2001      82     820  rtu820                 0.000       0.000       3.587       2.837       0.000       0.000            0.000           50.556          139.993           -4.695            9.853            3.827            0.688            0.000            0.000
   365    12    31  2001      83     830  rtu830                 0.000       0.000       3.862       3.125       0.000       0.000            0.000           67.282          152.270           -5.291           10.563            0.000            0.000            0.000            0.000
   365    12    31  2001      84     840  rtu840                 0.000       0.000       3.869       3.129       0.000       0.000            0.000           68.653          152.423           -5.295           10.574            0.000            0.000            0.000            0.000
   365    12    31  2001      85     850  rtu850                 0.000       0.000       3.864       3.127       0.000       0.000            0.000           68.469          152.309           -5.293           10.565            0.000            0.000            0.000            0.000
   365    12    31  2001      86     860  rtu860                 0.000       0.000       3.866       3.128       0.000       0.000            0.000           69.231          152.351           -5.296           10.568            0.000            0.000            0.000            0.000
   365    12    31  2001      87     870  rtu870                 0.000       0.000       3.856       3.130       0.000       0.000            0.000           70.110          152.426           -5.299           10.573            0.000            0.000            0.000            0.000
   365    12    31  2001      88     880  rtu880                 0.000       0.000       3.614       2.859       0.000       0.000            0.000           53.873          139.962           -4.710            9.852            3.834            0.689            0.000            0.000
   365    12    31  2001      89     890  rtu890                 0.000       0.000       3.868       3.129       0.000       0.000            0.000           68.077          152.419           -5.295           10.574            0.000            0.000            0.000            0.000
   365    12    31  2001      90     900  rtu900                 0.000       0.000       3.918       3.164       0.000       0.000            0.000           66.477          154.944           -5.176           10.776            0.000            0.000            0.000            0.000
   365    12    31  2001      91     910  rtu910                 0.000       0.000       3.869       3.132       0.000       0.000            0.000           69.561          152.500           -5.299           10.579            0.000            0.000            0.000            0.000
   365    12    31  2002       1      10  rtu010                 0.000       0.000       3.668       2.955       0.000       0.000            0.000           63.296          145.107           -5.798            9.999            0.000            0.000            0.000            0.000
   365    12    31  2002       2      20  rtu020                 0.000       0.000       3.619       2.930       0.000       0.000            0.000           78.742          143.626           -5.867            9.871            0.000            0.000            0.000            0.000
   365    12    31  2002       3      30  rtu030                 0.000       0.000       3.651       2.939       0.000       0.000            0.000           80.694          143.972           -5.895            9.895            0.000            0.000            0.000            0.000
   365    12    31  2002       4      40  rtu040                 0.000       0.000       3.650       2.938       0.000       0.000            0.000           80.858          143.932           -5.895            9.892            0.000            0.000            0.000            0.000
   365    12    31  2002       5      50  rtu050                 0.000       0.000       3.655       2.943       0.000       0.000            0.000           83.924          143.941           -5.906            9.891            0.000            0.000            0.000            0.000
   365    12    31  2002       6      60  rtu060                 0.000       0.000       3.643       2.935       0.000       0.000            0.000           80.474          143.747           -5.890            9.878            0.000            0.000            0.000            0.000
   365    12    31  2002       7      70  rtu070                 0.000       0.000       3.669       2.952       0.000       0.000            0.000           83.590          144.406           -5.913            9.927            0.000            0.000            0.000            0.000
   365    12    31  2002       8      80  rtu080                 0.000       0.000       3.645       2.936       0.000       0.000            0.000           81.826          143.710           -5.895            9.875            0.000            0.000            0.000            0.000
   365    12    31  2002       9      90  rtu090                 0.000       0.000       3.645       2.935       0.000       0.000            0.000           80.235          143.799           -5.889            9.882            0.000            0.000            0.000            0.000
   365    12    31  2002      10     100  rtu100                 0.000       0.000       3.641       2.950       0.000       0.000            0.000           97.361          143.334           -5.937            9.838            0.000            0.000            0.000            0.000
   365    12    31  2002      11     110  rtu110                 0.000       0.000       3.135       2.740       0.000       0.000            0.000           18.451          149.832           -5.239           10.474            0.660            0.125            0.000            0.000
   365    12    31  2002      12     120  rtu120                 0.000       0.000       3.671       2.960       0.000       0.000            0.000           63.811          145.311           -5.803           10.014            0.000            0.000            0.000            0.000
   365    12    31  2002      13     130  rtu130                 0.000       0.000       3.637       2.938       0.000       0.000            0.000           80.902          143.792           -5.893            9.881            0.000            0.000            0.000            0.000
   365    12    31  2002      14     140  rtu140                 0.000       0.000       3.654       2.942       0.000       0.000            0.000           83.343          143.925           -5.904            9.890            0.000            0.000            0.000            0.000
   365    12    31  2002      15     150  rtu150                 0.000       0.000       3.653       2.941       0.000       0.000            0.000           82.816          143.918           -5.902            9.890            0.000            0.000            0.000            0.000
   365    12    31  2002      16     160  rtu160                 0.000       0.000       3.668       2.957       0.000       0.000            0.000           62.418          145.187           -5.797           10.006            0.000            0.000            0.000            0.000
   365    12    31  2002      17     170  rtu170                 0.000       0.000       3.642       2.914       0.000       0.000            0.000          101.211          149.353           -5.308           10.447            0.126            0.058            0.000            0.000
   365    12    31  2002      18     180  rtu180                 0.000       0.000       3.645       2.936       0.000       0.000            0.000           80.416          143.799           -5.890            9.882            0.000            0.000            0.000            0.000
   365    12    31  2002      19     190  rtu190                 0.000       0.000       3.641       2.933       0.000       0.000            0.000           79.635          143.755           -5.881            9.880            0.000            0.000            0.000            0.000
   365    12    31  2002      20     200  rtu200                 0.000       0.000       3.641       2.933       0.000       0.000            0.000           79.649          143.756           -5.881            9.880            0.000            0.000            0.000            0.000
   365    12    31  2002      21     210  rtu210                 0.000       0.000       3.663       2.972       0.000       0.000            0.000          102.824          144.063           -5.983            9.885            0.000            0.000            0.000            0.000
   365    12    31  2002      22     220  rtu220                 0.000       0.000       3.659       2.968       0.000       0.000            0.000          100.947          144.131           -5.970            9.894            0.000            0.000            0.000            0.000
   365    12    31  2002      23     230  rtu230                 0.000       0.000       3.651       2.939       0.000       0.000            0.000           81.175          143.940           -5.897            9.893            0.000            0.000            0.000            0.000
   365    12    31  2002      24     240  rtu240                 0.000       0.000       3.648       2.937       0.000       0.000            0.000           80.469          143.883           -5.892            9.889            0.000            0.000            0.000            0.000
   365    12    31  2002      25     250  rtu250                 0.000       0.000       3.718       3.070       0.000       0.000            0.000          107.286          147.782           -6.072           10.164            0.000            0.000            0.000            0.000
   365    12    31  2002      26     260  rtu260                 0.000       0.000       3.639       2.912       0.000       0.000            0.000          100.087          149.183           -5.299           10.437            0.126            0.058            0.000            0.000
   365    12    31  2002      27     270  rtu270                 0.000       0.000       3.565       2.842       0.000       0.000            0.000           66.603          148.245           -5.085           10.408            0.126            0.058            0.000            0.000
   365    12    31  2002      28     280  rtu280                 0.000       0.000       3.657       2.959       0.000       0.000            0.000           97.841          143.792           -5.947            9.873            0.000            0.000            0.000            0.000
   365    12    31  2002      29     290  rtu290                 0.000       0.000       3.648       2.958       0.000       0.000            0.000           99.257          143.638           -5.952            9.859            0.000            0.000            0.000            0.000
   365    12    31  2002      30     300  rtu300                 0.000       0.000       3.694       3.030       0.000       0.000            0.000          105.303          145.979           -6.030           10.028            0.000            0.000            0.000            0.000
   365    12    31  2002      31     310  rtu310                 0.000       0.000       3.650       2.960       0.000       0.000            0.000           99.521          143.715           -5.955            9.864            0.000            0.000            0.000            0.000
   365    12    31  2002      32     320  rtu320                 0.000       0.000       3.671       2.960       0.000       0.000            0.000           65.086          145.353           -5.807           10.017            0.000            0.000            0.000            0.000
   365    12    31  2002      33     330  rtu330                 0.000       0.000       3.672       2.963       0.000       0.000            0.000           63.411          145.433           -5.804           10.024            0.000            0.000            0.000            0.000
   365    12    31  2002      34     340  rtu340                 0.000       0.000       3.658       2.945       0.000       0.000            0.000           84.305          144.007           -5.908            9.896            0.000            0.000            0.000            0.000
   365    12    31  2002      35     350  rtu350                 0.000       0.000       3.134       2.740       0.000       0.000            0.000           18.970          149.639           -5.237           10.459            0.660            0.125            0.000            0.000
   365    12    31  2002      36     360  rtu360                 0.000       0.000       3.640       2.931       0.000       0.000            0.000           79.053          143.788           -5.874            9.883            0.000            0.000            0.000            0.000
   365    12    31  2002      37     370  rtu370                 0.000       0.000       3.667       2.956       0.000       0.000            0.000           60.062          145.127           -5.791           10.002            0.000            0.000            0.000            0.000
   365    12    31  2002      38     380  rtu380                 0.000       0.000       3.642       2.934       0.000       0.000            0.000           80.029          143.716           -5.885            9.876            0.000            0.000            0.000            0.000
   365    12    31  2002      39     390  rtu390                 0.000       0.000       3.646       2.936       0.000       0.000            0.000           80.076          143.850           -5.888            9.887            0.000            0.000            0.000            0.000
   365    12    31  2002      40     400  rtu400                 0.000       0.000       3.652       2.939       0.000       0.000            0.000           80.648          144.002           -5.895            9.898            0.000            0.000            0.000            0.000
   365    12    31  2002      41     410  rtu410                 0.000       0.000       3.640       2.932       0.000       0.000            0.000           79.392          143.756           -5.877            9.880            0.000            0.000            0.000            0.000
   365    12    31  2002      42     420  rtu420                 0.000       0.000       3.640       2.932       0.000       0.000            0.000           79.288          143.788           -5.876            9.883            0.000            0.000            0.000            0.000
   365    12    31  2002      43     430  rtu430                 0.000       0.000       3.555       2.820       0.000       0.000            0.000           55.540          148.593           -5.015           10.446            0.126            0.058            0.000            0.000
   365    12    31  2002      44     440  rtu440                 0.000       0.000       3.651       2.960       0.000       0.000            0.000           99.336          143.726           -5.954            9.866            0.000            0.000            0.000            0.000
   365    12    31  2002      45     450  rtu450                 0.000       0.000       3.668       2.958       0.000       0.000            0.000           60.519          145.214           -5.794           10.008            0.000            0.000            0.000            0.000
   365    12    31  2002      46     460  rtu460                 0.000       0.000       3.669       2.957       0.000       0.000            0.000           61.950          145.218           -5.797           10.008            0.000            0.000            0.000            0.000
   365    12    31  2002      47     470  rtu470                 0.000       0.000       3.639       2.931       0.000       0.000            0.000           78.942          143.795           -5.872            9.884            0.000            0.000            0.000            0.000
   365    12    31  2002      48     480  rtu480                 0.000       0.000       3.648       2.954       0.000       0.000            0.000           98.626          143.539           -5.947            9.852            0.000            0.000            0.000            0.000
   365    12    31  2002      49     490  rtu490                 0.000       0.000       3.735       3.002       0.000       0.000            0.000           58.947          147.678           -5.685           10.202            0.000            0.000            0.000            0.000
   365    12    31  2002      50     500  rtu500                 0.000       0.000       3.670       2.959       0.000       0.000            0.000           62.697          145.263           -5.799           10.011            0.000            0.000            0.000            0.000
   365    12    31  2002      51     510  rtu510                 0.000       0.000       3.668       2.958       0.000       0.000            0.000           60.168          145.213           -5.793           10.008            0.000            0.000            0.000            0.000
   365    12    31  2002      52     520  rtu520                 0.000       0.000       3.649       2.938       0.000       0.000            0.000           81.574          143.854           -5.897            9.886            0.000            0.000            0.000            0.000
   365    12    31  2002      53     530  rtu530                 0.000       0.000       4.750       3.932       0.000       0.000            0.000          151.199          175.231           -8.796           11.692            0.000            0.000            0.000            0.000
   365    12    31  2002      54     540  rtu540                 0.000       0.000       4.736       3.918       0.000       0.000            0.000          150.744          174.776           -8.783           11.658            0.000            0.000            0.000            0.000
   365    12    31  2002      55     550  rtu550                 0.000       0.000       3.163       2.687       0.000       0.000            0.000            3.529          146.836           -5.211           10.260            1.734            0.159            0.000            0.000
   365    12    31  2002      56     560  rtu560                 0.000       0.000       3.122       2.738       0.000       0.000            0.000           18.618          149.683           -5.238           10.463            0.660            0.126            0.000            0.000
   365    12    31  2002      57     570  rtu570                 0.000       0.000       3.670       2.959       0.000       0.000            0.000           61.893          145.300           -5.798           10.014            0.000            0.000            0.000            0.000
   365    12    31  2002      58     580  rtu580                 0.000       0.000       3.666       2.954       0.000       0.000            0.000           60.495          145.048           -5.791            9.996            0.000            0.000            0.000            0.000
   365    12    31  2002      59     590  rtu590                 0.000       0.000       3.168       2.680       0.000       0.000            0.000            2.993          146.388           -5.212           10.227            1.815            0.159            0.000            0.000
   365    12    31  2002      60     600  rtu600                 0.000       0.000       3.653       2.957       0.000       0.000            0.000           97.714          143.690           -5.945            9.865            0.000            0.000            0.000            0.000
   365    12    31  2002      61     610  rtu610                 0.000       0.000       3.645       2.935       0.000       0.000            0.000           79.538          143.902           -5.881            9.891            0.000            0.000            0.000            0.000
   365    12    31  2002      62     620  rtu620                 0.000       0.000       3.668       2.955       0.000       0.000            0.000           63.553          145.116           -5.798           10.000            0.000            0.000            0.000            0.000
   365    12    31  2002      63     630  rtu630                 0.000       0.000       3.625       2.933       0.000       0.000            0.000           78.750          143.817           -5.870            9.886            0.000            0.000            0.000            0.000
   365    12    31  2002      64     640  rtu640                 0.000       0.000       3.188       2.704       0.000       0.000            0.000            2.240          148.307           -5.256           10.353            1.895            0.164            0.000            0.000
   365    12    31  2002      65     650  rtu650                 0.000       0.000       3.308       2.703       0.000       0.000            0.000            0.000          153.021           -5.344           10.665            1.433            0.100            0.000            0.000
   365    12    31  2002      66     660  rtu660                 0.000       0.000       3.150       2.690       0.000       0.000            0.000            3.192          146.711           -5.218           10.252            1.779            0.156            0.000            0.000
   365    12    31  2002      67     670  rtu670                 0.000       0.000       3.292       2.708       0.000       0.000            0.000            1.012          151.129           -5.263           10.546            1.970            0.170            0.000            0.000
   365    12    31  2002      68     680  rtu680                 0.000       0.000       3.668       2.958       0.000       0.000            0.000           58.597          145.229           -5.789           10.011            0.000            0.000            0.000            0.000
   365    12    31  2002      69     690  rtu690                 0.000       0.000       3.290       2.721       0.000       0.000            0.000            0.000          156.272           -5.342           10.895            0.790            0.050            0.000            0.000
   365    12    31  2002      70     700  rtu700                 0.000       0.000       3.237       2.728       0.000       0.000            0.000            0.000          151.548           -5.414           10.547            1.856            0.152            0.000            0.000
   365    12    31  2002      71     710  rtu710                 0.000       0.000       3.552       2.815       0.000       0.000            0.000           47.933          148.636           -4.988           10.454            0.126            0.058            0.000            0.000
   365    12    31  2002      72     720  rtu720                 0.000       0.000       3.116       2.700       0.000       0.000            0.000            5.959          149.396           -5.233           10.441            1.054            0.143            0.000            0.000
   365    12    31  2002      73     730  rtu730                 0.000       0.000       3.273       2.709       0.000       0.000            0.000            0.000          156.220           -5.325           10.894            1.086            0.072            0.000            0.000
   365    12    31  2002      74     740  rtu740                 0.000       0.000       3.203       2.683       0.000       0.000            0.000            0.607          154.631           -5.208           10.798            1.972            0.165            0.000            0.000
   365    12    31  2002      75     750  rtu750                 0.000       0.000       3.671       2.961       0.000       0.000            0.000           62.618          145.341           -5.800           10.017            0.000            0.000            0.000            0.000
   365    12    31  2002      76     760  rtu760                 0.000       0.000       3.668       2.958       0.000       0.000            0.000           60.106          145.221           -5.793           10.009            0.000            0.000            0.000            0.000
   365    12    31  2002      77     770  rtu770                 0.000       0.000       3.244       2.707       0.000       0.000            0.000            0.000          153.124           -5.303           10.675            1.854            0.159            0.000            0.000
   365    12    31  2002      78     780  rtu780                 0.000       0.000       3.639       2.931       0.000       0.000            0.000           78.933          143.794           -5.872            9.884            0.000            0.000            0.000            0.000
   365    12    31  2002      79     790  rtu790                 0.000       0.000       3.665       2.953       0.000       0.000            0.000           58.763          144.981           -5.785            9.992            0.000            0.000            0.000            0.000
   365    12    31  2002      80     800  rtu800                 0.000       0.000       3.255       2.893       0.000       0.000            0.000           18.576          146.125           -5.336           10.181            0.551            0.105            0.000            0.000
   365    12    31  2002      81     810  rtu810                 0.000       0.000       3.666       2.950       0.000       0.000            0.000           83.103          144.311           -5.910            9.920            0.000            0.000            0.000            0.000
   365    12    31  2002      82     820  rtu820                 0.000       0.000       3.155       2.693       0.000       0.000            0.000            4.317          148.009           -5.220           10.344            1.520            0.156            0.000            0.000
   365    12    31  2002      83     830  rtu830                 0.000       0.000       3.666       2.955       0.000       0.000            0.000           59.710          145.079           -5.789            9.999            0.000            0.000            0.000            0.000
   365    12    31  2002      84     840  rtu840                 0.000       0.000       3.669       2.958       0.000       0.000            0.000           60.574          145.222           -5.794           10.009            0.000            0.000            0.000            0.000
   365    12    31  2002      85     850  rtu850                 0.000       0.000       3.667       2.955       0.000       0.000            0.000           60.414          145.105           -5.792           10.000            0.000            0.000            0.000            0.000
   365    12    31  2002      86     860  rtu860                 0.000       0.000       3.668       2.956       0.000       0.000            0.000           61.189          145.138           -5.794           10.002            0.000            0.000            0.000            0.000
   365    12    31  2002      87     870  rtu870                 0.000       0.000       3.670       2.958       0.000       0.000            0.000           62.376          145.202           -5.797           10.007            0.000            0.000            0.000            0.000
   365    12    31  2002      88     880  rtu880                 0.000       0.000       3.120       2.741       0.000       0.000            0.000           19.345          149.647           -5.238           10.460            0.660            0.126            0.000            0.000
   365    12    31  2002      89     890  rtu890                 0.000       0.000       3.669       2.958       0.000       0.000            0.000           60.361          145.224           -5.794           10.009            0.000            0.000            0.000            0.000
   365    12    31  2002      90     900  rtu900                 0.000       0.000       3.728       3.000       0.000       0.000            0.000           59.081          147.603           -5.684           10.197            0.000            0.000            0.000            0.000
   365    12    31  2002      91     910  rtu910                 0.000       0.000       3.670       2.959       0.000       0.000            0.000           61.631          145.289           -5.798           10.014            0.000            0.000            0.000            0.000
   365    12    31  2003       1      10  rtu010                 0.000       0.000       3.371       2.779       0.000       0.000            0.000           55.028          132.930           -6.259            9.084            0.000            0.000            0.000            0.000
   365    12    31  2003       2      20  rtu020                 0.000       0.000       3.327       2.723       0.000       0.000            0.000           71.218          131.341           -6.321            8.954            0.000            0.000            0.000            0.000
   365    12    31  2003       3      30  rtu030                 0.000       0.000       3.318       2.721       0.000       0.000            0.000           70.844          131.613           -6.350            8.973            0.000            0.000            0.000            0.000
   365    12    31  2003       4      40  rtu040                 0.000       0.000       3.318       2.721       0.000       0.000            0.000           70.855          131.573           -6.350            8.970            0.000            0.000            0.000            0.000
   365    12    31  2003       5      50  rtu050                 0.000       0.000       3.316       2.721       0.000       0.000            0.000           71.937          131.578           -6.361            8.969            0.000            0.000            0.000            0.000
   365    12    31  2003       6      60  rtu060                 0.000       0.000       3.317       2.718       0.000       0.000            0.000           70.717          131.399           -6.344            8.957            0.000            0.000            0.000            0.000
   365    12    31  2003       7      70  rtu070                 0.000       0.000       3.324       2.730       0.000       0.000            0.000           71.909          132.019           -6.370            9.003            0.000            0.000            0.000            0.000
   365    12    31  2003       8      80  rtu080                 0.000       0.000       3.316       2.717       0.000       0.000            0.000           71.060          131.358           -6.349            8.953            0.000            0.000            0.000            0.000
   365    12    31  2003       9      90  rtu090                 0.000       0.000       3.319       2.719       0.000       0.000            0.000           70.723          131.452           -6.343            8.961            0.000            0.000            0.000            0.000
   365    12    31  2003      10     100  rtu100                 0.000       0.000       3.312       2.713       0.000       0.000            0.000           77.722          130.735           -6.389            8.902            0.000            0.000            0.000            0.000
   365    12    31  2003      11     110  rtu110                 0.000       0.000       3.191       2.575       0.000       0.000            0.000            0.000          123.544           -5.658            8.586            3.133            0.600            0.000            0.000
   365    12    31  2003      12     120  rtu120                 0.000       0.000       3.373       2.783       0.000       0.000            0.000           56.282          133.120           -6.265            9.098            0.000            0.000            0.000            0.000
   365    12    31  2003      13     130  rtu130                 0.000       0.000       3.295       2.721       0.000       0.000            0.000           70.909          131.481           -6.347            8.962            0.000            0.000            0.000            0.000
   365    12    31  2003      14     140  rtu140                 0.000       0.000       3.317       2.720       0.000       0.000            0.000           71.707          131.561           -6.358            8.968            0.000            0.000            0.000            0.000
   365    12    31  2003      15     150  rtu150                 0.000       0.000       3.317       2.720       0.000       0.000            0.000           71.474          131.556           -6.357            8.968            0.000            0.000            0.000            0.000
   365    12    31  2003      16     160  rtu160                 0.000       0.000       2.774       2.742       0.000       0.000            0.000           22.256          124.410           -6.255            8.517            0.693            0.133            0.000            0.000
   365    12    31  2003      17     170  rtu170                 0.000       0.000       3.256       2.740       0.000       0.000            0.000           77.898          123.228           -5.781            8.548            0.002            0.001            0.000            0.000
   365    12    31  2003      18     180  rtu180                 0.000       0.000       3.318       2.719       0.000       0.000            0.000           70.739          131.450           -6.344            8.961            0.000            0.000            0.000            0.000
   365    12    31  2003      19     190  rtu190                 0.000       0.000       3.328       2.721       0.000       0.000            0.000           70.964          131.429           -6.335            8.960            0.000            0.000            0.000            0.000
   365    12    31  2003      20     200  rtu200                 0.000       0.000       3.328       2.721       0.000       0.000            0.000           70.958          131.430           -6.335            8.960            0.000            0.000            0.000            0.000
   365    12    31  2003      21     210  rtu210                 0.000       0.000       3.308       2.723       0.000       0.000            0.000           78.579          130.943           -6.436            8.916            0.000            0.000            0.000            0.000
   365    12    31  2003      22     220  rtu220                 0.000       0.000       3.310       2.724       0.000       0.000            0.000           78.481          131.238           -6.425            8.939            0.000            0.000            0.000            0.000
   365    12    31  2003      23     230  rtu230                 0.000       0.000       3.318       2.721       0.000       0.000            0.000           70.907          131.581           -6.352            8.970            0.000            0.000            0.000            0.000
   365    12    31  2003      24     240  rtu240                 0.000       0.000       3.318       2.720       0.000       0.000            0.000           70.752          131.530           -6.347            8.967            0.000            0.000            0.000            0.000
   365    12    31  2003      25     250  rtu250                 0.000       0.000       3.404       2.825       0.000       0.000            0.000           85.969          134.094           -6.540            9.153            0.000            0.000            0.000            0.000
   365    12    31  2003      26     260  rtu260                 0.000       0.000       3.254       2.737       0.000       0.000            0.000           77.119          123.221           -5.773            8.549            0.002            0.001            0.000            0.000
   365    12    31  2003      27     270  rtu270                 0.000       0.000       3.211       2.689       0.000       0.000            0.000           13.941          123.316           -5.557            8.588            0.002            0.001            0.000            0.000
   365    12    31  2003      28     280  rtu280                 0.000       0.000       3.316       2.721       0.000       0.000            0.000           77.956          131.168           -6.401            8.935            0.000            0.000            0.000            0.000
   365    12    31  2003      29     290  rtu290                 0.000       0.000       3.336       2.717       0.000       0.000            0.000           78.144          130.905           -6.405            8.914            0.000            0.000            0.000            0.000
   365    12    31  2003      30     300  rtu300                 0.000       0.000       3.374       2.781       0.000       0.000            0.000           81.781          132.534           -6.491            9.035            0.000            0.000            0.000            0.000
   365    12    31  2003      31     310  rtu310                 0.000       0.000       3.317       2.718       0.000       0.000            0.000           78.203          130.959           -6.408            8.918            0.000            0.000            0.000            0.000
   365    12    31  2003      32     320  rtu320                 0.000       0.000       3.373       2.784       0.000       0.000            0.000           58.898          133.161           -6.269            9.100            0.000            0.000            0.000            0.000
