 Trial_Robit               SWAT+ Oct 10 2019    MODULAR Rev 2019.60.1                                     
   jday   mon   day    yr   unit  gis_id  name                    flo_in          aqu_in          flo_out          peakr         sed_in        sed_out         washld          bedld            dep        deg_btm       deg_bank         hc_sed          width          depth          slope        deg_btm       deg_bank         hc_len
                                                                    m^3/s           m^3/s           m^3/s          m^3/s           tons           tons           tons           tons           tons           tons           tons           tons              m              m            m/m              m              m              m
   365    12    31  2003      63      63  cha63                0.3809E+00     0.0000E+00     0.3808E+00     0.2003E+00     0.3877E-04     0.1131E+02     0.1939E-04     0.1939E-04    -0.1108E+02     0.1108E+02     0.0000E+00     0.2315E+00     0.7061E+00     0.3596E+01     0.8986E-02     0.1550E-01     0.0000E+00     0.8603E-02
   365    12    31  2003      64      64  cha64                0.2725E+00     0.0000E+00     0.2725E+00     0.1434E+00     0.1405E-04     0.3902E+03     0.7024E-05     0.7024E-05    -0.3902E+03     0.3902E+03     0.0000E+00     0.5105E-01     0.7369E+00     0.1821E+02     0.3162E-01     0.1646E+00     0.0000E+00     0.1767E-02
   365    12    31  2003      65      65  cha65                0.1043E+01     0.0000E+00     0.1043E+01     0.5489E+00     0.4256E-06    -0.1621E-05     0.2128E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00    -0.1834E-05     0.1555E+01     0.1472E+00     0.1000E-04     0.0000E+00     0.0000E+00    -0.1829E-07
   365    12    31  2003      66      66  cha66                0.7250E+00     0.0000E+00     0.7250E+00     0.3814E+00     0.1771E-05     0.1860E+02     0.8856E-06     0.8856E-06    -0.1841E+02     0.1841E+02     0.0000E+00     0.1893E+00     0.1225E+01     0.1126E+02     0.6313E-02     0.1396E-01     0.0000E+00     0.2810E-02
   365    12    31  2003      67      67  cha67                0.2996E+00     0.0000E+00     0.2996E+00     0.1576E+00     0.3894E-05     0.1443E+03     0.1947E-05     0.1947E-05    -0.1443E+03     0.1443E+03     0.0000E+00     0.0000E+00     0.7689E+00     0.2097E+02     0.2471E-01     0.1255E+00     0.0000E+00     0.0000E+00
   365    12    31  2003      68      68  cha68                0.3342E+00     0.0000E+00     0.3341E+00     0.1758E+00     0.1756E-07     0.7525E+02     0.8778E-08     0.8778E-08    -0.7520E+02     0.7520E+02     0.0000E+00     0.5777E-01     0.7580E+00     0.1154E+02     0.1490E-01     0.6182E-01     0.0000E+00     0.1908E-02
   365    12    31  2003      69      69  cha69                0.1451E+00     0.0000E+00     0.1451E+00     0.7635E-01     0.2364E-05     0.1070E+03     0.1182E-05     0.1182E-05    -0.1070E+03     0.1070E+03     0.0000E+00     0.0000E+00     0.4882E+00     0.1530E+02     0.3189E-01     0.1214E+00     0.0000E+00     0.0000E+00
   365    12    31  2003      70      70  cha70                0.8012E-01     0.0000E+00     0.8012E-01     0.4215E-01     0.2084E-05     0.8536E+00     0.1042E-05     0.1042E-05    -0.8536E+00     0.8536E+00     0.0000E+00     0.0000E+00     0.3527E+00     0.5371E+01     0.1272E-01     0.5007E-02     0.0000E+00     0.0000E+00
   365    12    31  2003      71      71  cha71                0.6641E-01     0.0000E+00     0.6641E-01     0.3493E-01     0.6817E-09     0.1140E+00     0.3408E-09     0.3408E-09    -0.1140E+00     0.1140E+00     0.0000E+00     0.0000E+00     0.3024E+00     0.5151E+02     0.1271E-01     0.2436E-02     0.0000E+00     0.0000E+00
   365    12    31  2003      72      72  cha72                0.2302E+00     0.0000E+00     0.2302E+00     0.1211E+00     0.7672E-05     0.7749E+03     0.3836E-05     0.3836E-05    -0.7749E+03     0.7749E+03     0.0000E+00     0.3870E-01     0.6516E+00     0.3303E+02     0.6625E-01     0.3594E+00     0.0000E+00     0.1644E-02
   365    12    31  2003      73      73  cha73                0.1512E+00     0.0000E+00     0.1512E+00     0.7952E-01     0.2816E-05     0.3120E+02     0.1408E-05     0.1408E-05    -0.3120E+02     0.3120E+02     0.0000E+00     0.0000E+00     0.5105E+00     0.9434E+01     0.1859E-01     0.4690E-01     0.0000E+00     0.0000E+00
   365    12    31  2003      74      74  cha74                0.2761E+00     0.0000E+00     0.2760E+00     0.1452E+00     0.8526E-05     0.5244E+03     0.4263E-05     0.4263E-05    -0.5244E+03     0.5244E+03     0.0000E+00     0.0000E+00     0.7450E+00     0.2441E+02     0.4107E-01     0.2284E+00     0.0000E+00     0.0000E+00
   365    12    31  2003      75      75  cha75                0.1085E+00     0.0000E+00     0.1085E+00     0.5707E-01     0.1689E-04     0.6323E+02     0.8444E-05     0.8444E-05    -0.6321E+02     0.6321E+02     0.0000E+00     0.1570E-01     0.3096E+00     0.4301E+02     0.7684E-01     0.3296E+00     0.0000E+00     0.2306E-02
   365    12    31  2003      76      76  cha76                0.1136E+00     0.0000E+00     0.1136E+00     0.5977E-01     0.8787E-07     0.2659E+01     0.4393E-07     0.4393E-07    -0.2639E+01     0.2639E+01     0.0000E+00     0.1983E-01     0.3626E+00     0.5790E+01     0.1335E-01     0.1175E-01     0.0000E+00     0.2239E-02
   365    12    31  2003      77      77  cha77                0.6263E-01     0.0000E+00     0.6263E-01     0.3294E-01     0.1599E-05     0.1693E-01     0.7995E-06     0.7995E-06    -0.1693E-01     0.1693E-01     0.0000E+00     0.0000E+00     0.3042E+00     0.2733E+01     0.7461E-02     0.3596E-03     0.0000E+00     0.0000E+00
   365    12    31  2003      78      78  cha78                0.9826E-01     0.0000E+00     0.9826E-01     0.5169E-01     0.5398E-04     0.2078E+02     0.2699E-04     0.2699E-04    -0.2078E+02     0.2078E+02     0.0000E+00     0.7339E-07     0.3096E+00     0.4715E+02     0.6951E-01     0.2166E+00     0.0000E+00     0.1078E-07
   365    12    31  2003      79      79  cha79                0.4017E+00     0.0000E+00     0.4017E+00     0.2113E+00     0.1331E-06     0.2977E+03     0.6656E-07     0.6656E-07    -0.2976E+03     0.2976E+03     0.0000E+00     0.1337E+00     0.7970E+00     0.1818E+02     0.2423E-01     0.1557E+00     0.0000E+00     0.4060E-02
   365    12    31  2003      80      80  cha80                0.1379E+01     0.0000E+00     0.1379E+01     0.7253E+00     0.1837E-04     0.7976E+03     0.9185E-05     0.9185E-05    -0.7967E+03     0.7967E+03     0.0000E+00     0.8993E+00     0.1709E+01     0.1728E+02     0.1332E-01     0.1321E+00     0.0000E+00     0.7660E-02
   365    12    31  2003      81      81  cha81                0.6504E+00     0.0000E+00     0.6505E+00     0.3421E+00     0.3615E-05     0.2148E-05     0.1808E-05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3405E-06     0.1020E+01     0.1112E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.6859E-08
   365    12    31  2003      82      82  cha82                0.3726E+00     0.0000E+00     0.3726E+00     0.1960E+00     0.3038E-06     0.4259E+00     0.1519E-06     0.1519E-06    -0.4259E+00     0.4259E+00     0.0000E+00     0.2856E-06     0.7196E+00     0.7606E+01     0.4704E-02     0.1584E-02     0.0000E+00     0.1029E-07
   365    12    31  2003      83      83  cha83                0.2658E+00     0.0000E+00     0.2657E+00     0.1398E+00     0.1608E-06     0.3847E+02     0.8042E-07     0.8042E-07    -0.3840E+02     0.3840E+02     0.0000E+00     0.7128E-01     0.6090E+00     0.8750E+01     0.1403E-01     0.4550E-01     0.0000E+00     0.3390E-02
   365    12    31  2003      84      84  cha84                0.1361E+00     0.0000E+00     0.1361E+00     0.7158E-01     0.2962E-06     0.4758E+02     0.1481E-06     0.1481E-06    -0.4755E+02     0.4755E+02     0.0000E+00     0.2564E-01     0.3957E+00     0.1744E+02     0.3168E-01     0.1210E+00     0.0000E+00     0.2502E-02
   365    12    31  2003      85      85  cha85                0.2926E+00     0.0000E+00     0.2925E+00     0.1539E+00     0.6829E-06     0.4699E+03     0.3415E-06     0.3415E-06    -0.4698E+03     0.4698E+03     0.0000E+00     0.8072E-01     0.6260E+00     0.3563E+02     0.5850E-01     0.3707E+00     0.0000E+00     0.3667E-02
   365    12    31  2003      86      86  cha86                0.2764E+00     0.0000E+00     0.2764E+00     0.1454E+00     0.7926E-06     0.7801E+02     0.3963E-06     0.3963E-06    -0.7794E+02     0.7794E+02     0.0000E+00     0.7428E-01     0.6020E+00     0.1089E+02     0.1812E-01     0.7845E-01     0.0000E+00     0.3601E-02
   365    12    31  2003      87      87  cha87                0.2256E+00     0.0000E+00     0.2255E+00     0.1187E+00     0.1524E-05     0.2671E+03     0.7619E-06     0.7619E-06    -0.2671E+03     0.2671E+03     0.0000E+00     0.5424E-01     0.5233E+00     0.2033E+02     0.4072E-01     0.2212E+00     0.0000E+00     0.3322E-02
   365    12    31  2003      88      88  cha88                0.2020E+00     0.0000E+00     0.2020E+00     0.1063E+00     0.6794E-05     0.2285E+03     0.3397E-05     0.3397E-05    -0.2284E+03     0.2284E+03     0.0000E+00     0.3074E-01     0.5904E+00     0.1607E+02     0.3241E-01     0.1494E+00     0.0000E+00     0.1540E-02
   365    12    31  2003      89      89  cha89                0.1214E+00     0.0000E+00     0.1214E+00     0.6384E-01     0.1251E-06     0.1029E+02     0.6253E-07     0.6253E-07    -0.1029E+02     0.1029E+02     0.0000E+00     0.8891E-07     0.3754E+00     0.5474E+02     0.2727E-01     0.8844E-01     0.0000E+00     0.9471E-08
   365    12    31  2003      90      90  cha90                0.2503E+00     0.0000E+00     0.2503E+00     0.1317E+00     0.6035E-07     0.7365E+03     0.3018E-07     0.3018E-07    -0.7364E+03     0.7364E+03     0.0000E+00     0.6629E-01     0.6124E+00     0.3375E+02     0.6459E-01     0.3846E+00     0.0000E+00     0.3124E-02
   365    12    31  2003      91      91  cha91                0.1103E+00     0.0000E+00     0.1103E+00     0.5802E-01     0.4098E-06     0.4769E+02     0.2049E-06     0.2049E-06    -0.4767E+02     0.4767E+02     0.0000E+00     0.1864E-01     0.3444E+00     0.4699E+02     0.6252E-01     0.2617E+00     0.0000E+00     0.2292E-02
   366    12    31  2004       1       1  cha01                0.1651E+02     0.0000E+00     0.1651E+02     0.8661E+01     0.9831E-06     0.1006E+03     0.4915E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1006E+03     0.5310E+01     0.3339E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.1291E+00
   366    12    31  2004       2       2  cha02                0.1514E+02     0.0000E+00     0.1514E+02     0.7943E+01     0.5211E-03     0.3352E-03     0.2606E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7462E-04     0.5049E+01     0.3229E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.1042E-06
   366    12    31  2004       3       3  cha03                0.1413E+02     0.0000E+00     0.1413E+02     0.7411E+01     0.5066E-04     0.2118E+02     0.2533E-04     0.2533E-04    -0.2118E+02     0.2118E+02     0.0000E+00    -0.3394E-04     0.4881E+01     0.8039E+01     0.1062E-02     0.4565E-02     0.0000E+00    -0.5016E-07
   366    12    31  2004       4       4  cha04                0.9961E+01     0.0000E+00     0.9961E+01     0.5225E+01     0.7437E-04     0.3483E+02     0.3719E-04     0.3719E-04    -0.3483E+02     0.3483E+02     0.0000E+00    -0.2382E-04     0.4042E+01     0.5690E+01     0.1660E-02     0.6633E-02     0.0000E+00    -0.4820E-07
   366    12    31  2004       5       5  cha05                0.9725E+01     0.0000E+00     0.9724E+01     0.5101E+01     0.1195E-03     0.6640E+02     0.5976E-04     0.5976E-04    -0.6640E+02     0.6640E+02     0.0000E+00     0.9991E-04     0.3968E+01     0.4290E+01     0.2063E-02     0.9585E-02     0.0000E+00     0.2085E-06
   366    12    31  2004       6       6  cha06                0.8585E+01     0.0000E+00     0.8585E+01     0.4504E+01     0.3149E-03     0.1308E+04     0.1575E-03     0.1575E-03    -0.1278E+04     0.1278E+04     0.0000E+00     0.3020E+02     0.3746E+01     0.1572E+02     0.5502E-02     0.9239E-01     0.0000E+00     0.6938E-01
   366    12    31  2004       7       7  cha07                0.4060E+01     0.0000E+00     0.4060E+01     0.2130E+01     0.3846E-05    -0.1215E-05     0.1923E-05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00    -0.3138E-05     0.2193E+01     0.1852E+00     0.1000E-04     0.0000E+00     0.0000E+00    -0.1759E-07
   366    12    31  2004       8       8  cha08                0.3780E+01     0.0000E+00     0.3780E+01     0.1983E+01     0.5797E-03     0.1964E+04     0.2898E-03     0.2898E-03    -0.1952E+04     0.1952E+04     0.0000E+00     0.1152E+02     0.2113E+01     0.1609E+02     0.1375E-01     0.1818E+00     0.0000E+00     0.6877E-01
   366    12    31  2004       9       9  cha09                0.8659E+00     0.0000E+00     0.8659E+00     0.4542E+00     0.1803E-03     0.1216E+03     0.9016E-04     0.9016E-04    -0.1199E+03     0.1199E+03     0.0000E+00     0.1664E+01     0.8028E+00     0.4834E+01     0.1538E-01     0.6780E-01     0.0000E+00     0.4980E-01
   366    12    31  2004      10      10  cha10                0.1510E+01     0.0000E+00     0.1510E+01     0.7919E+00     0.2090E-03     0.2931E+01     0.1045E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2930E+01     0.1119E+01     0.1183E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.5041E-01
   366    12    31  2004      11      11  cha11                0.6492E+00     0.0000E+00     0.6491E+00     0.3405E+00     0.9407E-06    -0.5991E-06     0.4704E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00    -0.1070E-05     0.6819E+00     0.8499E-01     0.1000E-04     0.0000E+00     0.0000E+00    -0.4202E-07
   366    12    31  2004      12      12  cha12                0.2115E+00     0.0000E+00     0.2114E+00     0.1109E+00     0.2843E-06     0.1136E+03     0.1422E-06     0.1422E-06    -0.1134E+03     0.1134E+03     0.0000E+00     0.1071E+00     0.4048E+00     0.2958E+02     0.5125E-01     0.2535E+00     0.0000E+00     0.1003E-01
   366    12    31  2004      13      13  cha13                0.8595E+00     0.0000E+00     0.8594E+00     0.4509E+00     0.5196E-03     0.5431E+03     0.2598E-03     0.2598E-03    -0.5415E+03     0.5415E+03     0.0000E+00     0.1651E+01     0.7990E+00     0.1537E+02     0.3618E-01     0.2180E+00     0.0000E+00     0.4981E-01
   366    12    31  2004      14      14  cha14                0.2720E+00     0.0000E+00     0.2720E+00     0.1427E+00     0.1222E-03     0.2947E+00     0.6109E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2947E+00     0.4003E+00     0.5958E-01     0.1000E-04     0.0000E+00     0.0000E+00     0.2813E-01
   366    12    31  2004      15      15  cha15                0.2683E+00     0.0000E+00     0.2683E+00     0.1408E+00     0.1230E-03     0.2355E+03     0.6149E-04     0.6149E-04    -0.2352E+03     0.2352E+03     0.0000E+00     0.2887E+00     0.3972E+00     0.3063E+02     0.1031E+00     0.4126E+00     0.0000E+00     0.2792E-01
   366    12    31  2004      16      16  cha16                0.3375E+00     0.0000E+00     0.3375E+00     0.1770E+00     0.1555E-04     0.5472E+01     0.7776E-05     0.7776E-05    -0.5232E+01     0.5232E+01     0.0000E+00     0.2400E+00     0.5434E+00     0.6878E+00     0.8523E-02     0.6621E-02     0.0000E+00     0.1376E-01
   366    12    31  2004      17      17  cha17                0.8350E-01     0.0000E+00     0.8350E-01     0.4381E-01     0.5189E-07     0.5611E+02     0.2594E-07     0.2594E-07    -0.5607E+02     0.5607E+02     0.0000E+00     0.3627E-01     0.3674E+00     0.3541E+02     0.1043E+00     0.2780E+00     0.0000E+00     0.3994E-02
   366    12    31  2004      18      18  cha18                0.3523E+00     0.0000E+00     0.3523E+00     0.1848E+00     0.1936E-03     0.4928E+01     0.9682E-04     0.9682E-04    -0.4928E+01     0.4928E+01     0.0000E+00     0.7303E-07     0.4679E+00     0.4896E+02     0.1851E-01     0.4796E-01     0.0000E+00     0.5374E-08
   366    12    31  2004      19      19  cha19                0.3419E+00     0.0000E+00     0.3418E+00     0.1793E+00     0.2137E-03     0.2008E+03     0.1069E-03     0.1069E-03    -0.2004E+03     0.2004E+03     0.0000E+00     0.4096E+00     0.4597E+00     0.1858E+02     0.5470E-01     0.2460E+00     0.0000E+00     0.3105E-01
   366    12    31  2004      20      20  cha20                0.3418E+00     0.0000E+00     0.3418E+00     0.1793E+00     0.2131E-03     0.7682E+02     0.1066E-03     0.1066E-03    -0.7679E+02     0.7679E+02     0.0000E+00     0.2799E-01     0.4597E+00     0.3394E+02     0.5790E-01     0.2610E+00     0.0000E+00     0.2122E-02
   366    12    31  2004      21      21  cha21                0.2389E+02     0.0000E+00     0.2388E+02     0.1253E+02     0.1420E-03    -0.1361E-03     0.7100E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00    -0.2071E-03     0.6575E+01     0.3850E+00     0.1000E-04     0.0000E+00     0.0000E+00    -0.1863E-06
   366    12    31  2004      22      22  cha22                0.1818E+02     0.0000E+00     0.1818E+02     0.9537E+01     0.5325E-04    -0.2883E-04     0.2663E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00    -0.5546E-04     0.5569E+01     0.3447E+00     0.1000E-04     0.0000E+00     0.0000E+00    -0.6579E-07
   366    12    31  2004      23      23  cha23                0.7859E+01     0.0000E+00     0.7859E+01     0.4123E+01     0.7680E-04     0.5680E+01     0.3840E-04     0.3840E-04    -0.5680E+01     0.5680E+01     0.0000E+00    -0.8490E-05     0.3599E+01     0.1880E+01     0.1603E-02     0.1835E-02     0.0000E+00    -0.2085E-07
   366    12    31  2004      24      24  cha24                0.7184E+01     0.0000E+00     0.7184E+01     0.3769E+01     0.1005E-03     0.6011E+02     0.5025E-04     0.5025E-04    -0.6011E+02     0.6011E+02     0.0000E+00     0.2440E-05     0.3423E+01     0.1141E+02     0.2134E-02     0.1224E-01     0.0000E+00     0.6514E-08
   366    12    31  2004      25      25  cha25                0.5298E+01     0.0000E+00     0.5298E+01     0.2779E+01     0.3786E-07    -0.4763E-06     0.1893E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00    -0.4952E-06     0.2708E+01     0.2131E+00     0.1000E-04     0.0000E+00     0.0000E+00    -0.1954E-08
   366    12    31  2004      26      26  cha26                0.6671E+01     0.0000E+00     0.6671E+01     0.3500E+01     0.2322E-07     0.1310E+02     0.1161E-07     0.1161E-07    -0.1310E+02     0.1310E+02     0.0000E+00    -0.5546E-05     0.3313E+01     0.4806E+01     0.1612E-02     0.3970E-02     0.0000E+00    -0.1563E-07
   366    12    31  2004      27      27  cha27                0.6531E+01     0.0000E+00     0.6531E+01     0.3426E+01     0.2372E-08     0.1663E+01     0.1186E-08     0.1186E-08    -0.1663E+01     0.1663E+01     0.0000E+00    -0.3543E-05     0.3229E+01     0.1062E+01     0.1545E-02     0.1224E-02     0.0000E+00    -0.1042E-07
   366    12    31  2004      28      28  cha28                0.6193E+01     0.0000E+00     0.6193E+01     0.3249E+01     0.7475E-05     0.4821E+00     0.3738E-05     0.3738E-05    -0.4821E+00     0.4821E+00     0.0000E+00     0.1672E-05     0.3119E+01     0.1152E+01     0.1137E-02     0.5833E-03     0.0000E+00     0.5211E-08
   366    12    31  2004      29      29  cha29                0.3052E+00     0.0000E+00     0.3052E+00     0.1601E+00     0.1538E-03     0.4272E+02     0.7688E-04     0.7688E-04    -0.4234E+02     0.4234E+02     0.0000E+00     0.3727E+00     0.4270E+00     0.1645E+01     0.2248E-01     0.4538E-01     0.0000E+00     0.3194E-01
   366    12    31  2004      30      30  cha30                0.4988E+01     0.0000E+00     0.4987E+01     0.2616E+01     0.3413E-05    -0.3390E-06     0.1707E-05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00    -0.2046E-05     0.2631E+01     0.2091E+00     0.1000E-04     0.0000E+00     0.0000E+00    -0.8468E-08
   366    12    31  2004      31      31  cha31                0.4688E+01     0.0000E+00     0.4688E+01     0.2459E+01     0.1206E-03     0.1051E+02     0.6030E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1051E+02     0.2555E+01     0.2050E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.4570E-01
   366    12    31  2004      32      32  cha32                0.3427E+01     0.0000E+00     0.3427E+01     0.1798E+01     0.8341E-06     0.5820E+01     0.4171E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5820E+01     0.2137E+01     0.1820E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.3407E-01
   366    12    31  2004      33      33  cha33                0.1004E+01     0.0000E+00     0.1004E+01     0.5268E+00     0.9338E-07     0.1085E+01     0.4669E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1085E+01     0.1016E+01     0.1109E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.2195E-01
   366    12    31  2004      34      34  cha34                0.2153E+01     0.0000E+00     0.2152E+01     0.1129E+01     0.7791E-04     0.7354E+02     0.3895E-04     0.3895E-04    -0.7013E+02     0.7013E+02     0.0000E+00     0.3406E+01     0.1594E+01     0.4682E+01     0.5119E-02     0.2494E-01     0.0000E+00     0.3249E-01
   366    12    31  2004      35      35  cha35                0.2995E+01     0.0000E+00     0.2994E+01     0.1571E+01     0.1458E-04     0.1299E+04     0.7289E-05     0.7289E-05    -0.1294E+04     0.1294E+04     0.0000E+00     0.4730E+01     0.1973E+01     0.3050E+02     0.1709E-01     0.2416E+00     0.0000E+00     0.3163E-01
   366    12    31  2004      36      36  cha36                0.7378E+00     0.0000E+00     0.7378E+00     0.3871E+00     0.1242E-03     0.8939E+00     0.6212E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8939E+00     0.8311E+00     0.9697E-01     0.1000E-04     0.0000E+00     0.0000E+00     0.2525E-01
   366    12    31  2004      37      37  cha37                0.3196E+00     0.0000E+00     0.3196E+00     0.1677E+00     0.1333E-04     0.3539E+03     0.6666E-05     0.6666E-05    -0.3537E+03     0.3537E+03     0.0000E+00     0.1831E+00     0.5372E+00     0.3841E+02     0.6469E-01     0.3676E+00     0.0000E+00     0.1070E-01
   366    12    31  2004      38      38  cha38                0.5837E+00     0.0000E+00     0.5837E+00     0.3062E+00     0.3564E-03     0.3700E+03     0.1782E-03     0.1782E-03    -0.3691E+03     0.3691E+03     0.0000E+00     0.9186E+00     0.6339E+00     0.2976E+02     0.6517E-01     0.3661E+00     0.0000E+00     0.4076E-01
   366    12    31  2004      39      39  cha39                0.2043E+00     0.0000E+00     0.2043E+00     0.1072E+00     0.1118E-03     0.4121E+01     0.5592E-04     0.5592E-04    -0.3968E+01     0.3968E+01     0.0000E+00     0.1532E+00     0.3377E+00     0.1792E+01     0.1561E-01     0.2216E-01     0.0000E+00     0.1942E-01
   366    12    31  2004      40      40  cha40                0.5137E+00     0.0000E+00     0.5137E+00     0.2695E+00     0.4078E-04     0.2922E+02     0.2039E-04     0.2039E-04    -0.2881E+02     0.2881E+02     0.0000E+00     0.4175E+00     0.6988E+00     0.9841E+01     0.1120E-01     0.3888E-01     0.0000E+00     0.1574E-01
   366    12    31  2004      41      41  cha41                0.3173E+00     0.0000E+00     0.3173E+00     0.1665E+00     0.2061E-03     0.1575E+03     0.1030E-03     0.1030E-03    -0.1571E+03     0.1571E+03     0.0000E+00     0.3520E+00     0.4400E+00     0.3835E+02     0.8780E-01     0.3945E+00     0.0000E+00     0.2870E-01
   366    12    31  2004      42      42  cha42                0.2231E+00     0.0000E+00     0.2231E+00     0.1170E+00     0.1428E-03     0.8105E+01     0.7140E-04     0.7140E-04    -0.7973E+01     0.7973E+01     0.0000E+00     0.1319E+00     0.3560E+00     0.7096E+01     0.2042E-01     0.4222E-01     0.0000E+00     0.1530E-01
   366    12    31  2004      43      43  cha43                0.1013E+00     0.0000E+00     0.1013E+00     0.5313E-01     0.1976E-07     0.1519E+02     0.9882E-08     0.9882E-08    -0.1517E+02     0.1517E+02     0.0000E+00     0.1300E-01     0.4033E+00     0.1080E+02     0.2126E-01     0.4157E-01     0.0000E+00     0.1226E-02
   366    12    31  2004      44      44  cha44                0.1717E+00     0.0000E+00     0.1717E+00     0.9008E-01     0.7966E-04     0.1688E+00     0.3983E-04     0.3983E-04    -0.1688E+00     0.1688E+00     0.0000E+00     0.6412E-07     0.3024E+00     0.5848E+01     0.6698E-02     0.5084E-02     0.0000E+00     0.9771E-08
   366    12    31  2004      45      45  cha45                0.1993E+00     0.0000E+00     0.1993E+00     0.1046E+00     0.8370E-05     0.1062E+02     0.4185E-05     0.4185E-05    -0.1057E+02     0.1057E+02     0.0000E+00     0.5905E-01     0.4003E+00     0.2859E+02     0.2058E-01     0.6010E-01     0.0000E+00     0.5638E-02
   366    12    31  2004      46      46  cha46                0.2605E+00     0.0000E+00     0.2605E+00     0.1366E+00     0.1181E-04     0.3755E+02     0.5903E-05     0.5903E-05    -0.3740E+02     0.3740E+02     0.0000E+00     0.1464E+00     0.4652E+00     0.1191E+02     0.2002E-01     0.7149E-01     0.0000E+00     0.1088E-01
   366    12    31  2004      47      47  cha47                0.1749E+00     0.0000E+00     0.1749E+00     0.9176E-01     0.1165E-03     0.6136E+01     0.5827E-04     0.5827E-04    -0.6136E+01     0.6136E+01     0.0000E+00     0.5726E-07     0.3078E+00     0.4801E+02     0.3405E-01     0.9077E-01     0.0000E+00     0.8468E-08
   366    12    31  2004      48      48  cha48                0.2635E+00     0.0000E+00     0.2635E+00     0.1382E+00     0.1455E-03     0.3062E+02     0.7274E-04     0.7274E-04    -0.3032E+02     0.3032E+02     0.0000E+00     0.2985E+00     0.3911E+00     0.3299E+01     0.2695E-01     0.5850E-01     0.0000E+00     0.2963E-01
   366    12    31  2004      49      49  cha49                0.2111E+00     0.0000E+00     0.2111E+00     0.1107E+00     0.1061E-04     0.1247E+03     0.5306E-05     0.5306E-05    -0.1247E+03     0.1247E+03     0.0000E+00     0.8776E-01     0.4256E+00     0.4003E+02     0.6259E-01     0.2941E+00     0.0000E+00     0.7565E-02
   366    12    31  2004      50      50  cha50                0.2150E+00     0.0000E+00     0.2150E+00     0.1128E+00     0.2328E-06     0.2326E+02     0.1164E-06     0.1164E-06    -0.2316E+02     0.2316E+02     0.0000E+00     0.1016E+00     0.4241E+00     0.6323E+01     0.1617E-01     0.4203E-01     0.0000E+00     0.8813E-02
   366    12    31  2004      51      51  cha51                0.1818E+00     0.0000E+00     0.1818E+00     0.9537E-01     0.7268E-05     0.1448E+01     0.3634E-05     0.3634E-05    -0.1370E+01     0.1370E+01     0.0000E+00     0.7808E-01     0.3817E+00     0.3424E+00     0.9793E-02     0.3535E-02     0.0000E+00     0.8067E-02
   366    12    31  2004      52      52  cha52                0.3369E+00     0.0000E+00     0.3369E+00     0.1767E+00     0.1686E-03     0.2280E+03     0.8430E-04     0.8430E-04    -0.2276E+03     0.2276E+03     0.0000E+00     0.4052E+00     0.4555E+00     0.3131E+02     0.8793E-01     0.3903E+00     0.0000E+00     0.3119E-01
   366    12    31  2004      53      53  cha53                0.2657E+02     0.0000E+00     0.2657E+02     0.1394E+02     0.3923E-04     0.6757E-05     0.1961E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00    -0.1286E-04     0.6998E+01     0.4014E+00     0.1000E-04     0.0000E+00     0.0000E+00    -0.1042E-07
   366    12    31  2004      54      54  cha54                0.2465E+02     0.0000E+00     0.2465E+02     0.1293E+02     0.1518E-03     0.1222E-04     0.7592E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00    -0.6371E-04     0.6665E+01     0.3885E+00     0.1000E-04     0.0000E+00     0.0000E+00    -0.5602E-07
   366    12    31  2004      55      55  cha55                0.5601E+01     0.0000E+00     0.5601E+01     0.2938E+01     0.2025E-04     0.3691E+03     0.1012E-04     0.1012E-04    -0.3580E+03     0.3580E+03     0.0000E+00     0.1107E+02     0.2943E+01     0.1429E+02     0.4504E-02     0.5099E-01     0.0000E+00     0.3801E-01
