 TX_LG_GULLY               SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
  jday,   mon,   day,    yr,   unit , gis_id , name           ,          lai,       bioms,       yield,     residue,     sol_tmp,       strsw,       strsa,     strstmp,       strsn,       strsp,        nplt,       percn,       pplnt,         tmx,         tmn,       tmpav,     solarad,      wndspd,        rhum,     phubas0
      ,      ,      ,      ,        ,        ,                ,    m**2/m**2,        kgha,        kgha,        kgha,        degc,         ---,         ---,         ---,         ---,         ---,        kgha,        kgha,        kgha,        degc,        degc,        degc,      mj/m^2,         m/s,        frac,        degc
1,1,1,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.2,8.15,14.2,10.4,2.44,0.569,0.271E+21
2,1,2,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,18.5,3.13,10.8,10.4,5.30,0.310,0.271E+21
3,1,3,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.5,4.86,8.67,10.4,4.67,0.475,0.271E+21
4,1,4,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,17.8,0.284E-1,8.91,10.4,4.61,0.535,0.271E+21
5,1,5,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,17.6,-2.12,7.72,10.4,4.06,0.470,0.271E+21
6,1,6,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,17.8,4.03,10.9,10.4,4.50,0.526,0.271E+21
7,1,7,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.4,-0.591,7.91,10.4,5.20,0.491,0.271E+21
8,1,8,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,21.2,8.15,14.7,10.4,3.62,0.519,0.271E+21
9,1,9,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.79,2.08,4.94,10.4,5.38,0.570,0.271E+21
10,1,10,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.5,0.580,8.03,10.4,4.83,0.378,0.271E+21
11,1,11,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.8,7.50,11.6,10.4,1.87,0.983,0.271E+21
12,1,12,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,17.9,-2.43,7.73,10.4,3.33,0.507,0.271E+21
13,1,13,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.05,4.36,6.70,10.4,2.35,0.990,0.271E+21
14,1,14,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.12,1.20,2.16,10.4,4.16,0.932,0.271E+21
15,1,15,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,14.0,1.39,7.68,10.4,4.09,0.461,0.271E+21
16,1,16,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.8,0.517,8.65,10.4,3.27,0.319,0.271E+21
17,1,17,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.3,4.60,10.5,10.4,5.04,0.654,0.271E+21
18,1,18,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.0,3.75,11.9,10.4,3.61,0.531,0.271E+21
19,1,19,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.64,5.80,7.22,10.4,3.86,0.654,0.271E+21
20,1,20,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.79,0.242,4.02,10.4,1.33,0.394,0.271E+21
21,1,21,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.8,-0.462,8.16,10.4,5.63,0.384,0.271E+21
22,1,22,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,14.8,0.317,7.56,10.4,5.34,0.342,0.271E+21
23,1,23,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.79,-2.43,2.68,10.4,5.03,0.616,0.271E+21
24,1,24,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.1,-2.43,4.33,10.4,3.12,0.477,0.271E+21
25,1,25,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.39,0.235,1.31,10.4,3.61,0.699,0.271E+21
26,1,26,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.79,5.44,6.61,10.4,2.49,0.275,0.271E+21
27,1,27,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.39,1.91,2.15,10.4,3.65,0.990,0.271E+21
28,1,28,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.7,1.80,8.74,10.4,2.80,0.522,0.271E+21
29,1,29,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.79,-2.43,2.68,10.4,3.72,0.519,0.271E+21
30,1,30,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.1,3.19,7.17,10.4,2.64,0.394,0.271E+21
31,1,31,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.94,2.82,5.88,10.4,4.45,0.990,0.271E+21
32,2,1,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19.5,9.13,14.3,13.2,3.42,0.537,0.271E+21
33,2,2,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.3,0.805,6.57,13.2,4.24,0.867,0.271E+21
34,2,3,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,13.4,-0.690,6.38,13.2,4.30,0.340,0.271E+21
35,2,4,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.65,-0.690,4.48,13.2,6.49,0.594,0.271E+21
36,2,5,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,18.0,3.36,10.7,13.2,3.71,0.410,0.271E+21
37,2,6,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.12,1.36,2.74,13.2,3.77,0.990,0.271E+21
38,2,7,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19.6,3.51,11.6,13.2,4.95,0.331,0.271E+21
39,2,8,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,14.4,6.24,10.3,13.2,2.57,0.916,0.271E+21
40,2,9,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.4,8.92,14.7,13.2,6.32,0.466,0.271E+21
41,2,10,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.5,3.64,8.07,13.2,3.03,0.458,0.271E+21
42,2,11,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.7,3.87,13.3,13.2,1.05,0.384,0.271E+21
43,2,12,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,24.2,8.16,16.2,13.2,4.31,0.558,0.271E+21
44,2,13,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,24.2,7.89,16.0,13.2,5.46,0.500,0.271E+21
45,2,14,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,24.2,8.16,16.2,13.2,5.02,0.465,0.271E+21
46,2,15,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.9,9.59,16.2,13.2,6.41,0.496,0.271E+21
47,2,16,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.0,8.27,14.1,13.2,1.70,0.447,0.271E+21
48,2,17,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.5,9.95,12.7,13.2,4.15,0.990,0.271E+21
49,2,18,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.4,10.5,13.4,13.2,2.62,0.365,0.271E+21
50,2,19,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,10.5,7.45,8.95,13.2,2.59,0.403,0.271E+21
51,2,20,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.53,3.62,4.08,13.2,2.92,0.984,0.271E+21
52,2,21,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,13.5,-0.690,6.41,13.2,4.13,0.237,0.271E+21
53,2,22,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,10.2,0.462,5.33,13.2,5.04,0.422,0.271E+21
54,2,23,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,10.7,2.21,6.43,13.2,4.71,0.630,0.271E+21
55,2,24,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,10.3,-0.690,4.80,13.2,5.53,0.342,0.271E+21
56,2,25,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.65,2.63,6.14,13.2,2.78,0.349,0.271E+21
57,2,26,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,14.2,5.87,10.0,13.2,6.67,0.367,0.271E+21
58,2,27,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.5,4.90,8.22,13.2,6.25,0.448,0.271E+21
59,2,28,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,10.0,0.253,5.15,13.2,2.90,0.954,0.271E+21
60,2,29,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,18.3,8.15,13.2,13.2,2.21,0.300,0.271E+21
61,3,1,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,10.2,3.78,7.01,17.6,2.95,0.937,0.271E+21
62,3,2,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.9,3.78,9.85,17.6,5.18,0.270,0.271E+21
63,3,3,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,18.3,3.78,11.1,17.6,6.88,0.457,0.271E+21
64,3,4,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.1,9.16,12.6,17.6,4.75,0.285,0.271E+21
65,3,5,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,17.9,6.96,12.4,17.6,3.01,0.970E-1,0.271E+21
66,3,6,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,14.9,11.3,13.1,17.6,5.57,0.990,0.271E+21
67,3,7,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.9,9.96,15.4,17.6,6.13,0.426,0.271E+21
68,3,8,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.1,14.5,15.3,17.6,1.42,0.990,0.271E+21
69,3,9,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,23.5,12.3,17.9,17.6,3.43,0.562,0.271E+21
70,3,10,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,25.2,6.84,16.0,17.6,6.73,0.465,0.271E+21
71,3,11,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,24.8,12.7,18.7,17.6,2.10,0.516,0.271E+21
72,3,12,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.7,11.9,19.3,17.6,3.95,0.485,0.271E+21
73,3,13,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.1,14.5,17.3,17.6,3.43,0.952,0.271E+21
74,3,14,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.4,6.67,16.5,17.6,4.44,0.255,0.271E+21
75,3,15,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.9,5.13,10.5,17.6,4.95,0.428,0.271E+21
76,3,16,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.9,3.78,9.85,17.6,6.11,0.226,0.271E+21
77,3,17,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.2,3.78,9.97,17.6,5.68,0.180,0.271E+21
78,3,18,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,24.5,10.4,17.5,17.6,3.01,0.251,0.271E+21
79,3,19,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,24.6,11.4,18.0,17.6,1.98,0.384,0.271E+21
80,3,20,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.3,14.5,20.9,17.6,4.41,0.524,0.271E+21
81,3,21,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,18.0,11.3,14.7,17.6,3.08,0.990,0.271E+21
82,3,22,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,23.2,14.0,18.6,17.6,5.52,0.395,0.271E+21
83,3,23,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.9,9.67,15.3,17.6,2.71,0.293,0.271E+21
84,3,24,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.6,6.74,11.7,17.6,3.11,0.373,0.271E+21
85,3,25,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.9,3.78,9.85,17.6,5.93,0.313,0.271E+21
86,3,26,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.9,3.78,9.85,17.6,4.32,0.450,0.271E+21
87,3,27,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.0,9.16,15.6,17.6,2.22,0.209,0.271E+21
88,3,28,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.8,5.95,8.85,17.6,3.29,0.990,0.271E+21
89,3,29,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,18.4,8.90,13.7,17.6,3.54,0.439,0.271E+21
90,3,30,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,10.2,4.66,7.45,17.6,5.86,0.990,0.271E+21
91,3,31,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.7,4.20,13.4,17.6,1.81,0.311,0.271E+21
92,4,1,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.5,8.79,15.7,20.2,3.39,0.486,0.271E+21
93,4,2,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.4,9.14,12.3,20.2,5.73,0.985,0.271E+21
94,4,3,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19.8,9.53,14.7,20.2,4.21,0.702,0.271E+21
95,4,4,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,23.7,10.1,16.9,20.2,4.38,0.390,0.271E+21
96,4,5,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,17.1,12.2,14.6,20.2,6.04,0.990,0.271E+21
97,4,6,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,21.2,8.79,15.0,20.2,6.99,0.518,0.271E+21
98,4,7,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,21.2,8.79,15.0,20.2,5.64,0.483,0.271E+21
99,4,8,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.1,12.2,14.1,20.2,2.62,0.990,0.271E+21
100,4,9,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.4,14.7,20.6,20.2,6.69,0.576,0.271E+21
101,4,10,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,30.5,18.0,24.3,20.2,4.41,0.541,0.271E+21
102,4,11,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.4,11.6,20.5,20.2,3.30,0.651,0.271E+21
103,4,12,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.0,15.7,20.9,20.2,4.32,0.449,0.271E+21
104,4,13,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,25.9,14.3,20.1,20.2,5.36,0.648,0.271E+21
105,4,14,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.3,18.0,22.7,20.2,4.21,0.576,0.271E+21
106,4,15,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.5,18.0,23.8,20.2,3.37,0.356,0.271E+21
107,4,16,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,30.3,8.79,19.5,20.2,4.18,0.490,0.271E+21
108,4,17,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,30.5,16.4,23.5,20.2,3.26,0.368,0.271E+21
109,4,18,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.0,15.7,21.3,20.2,4.45,0.411,0.271E+21
110,4,19,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.2,15.4,22.3,20.2,2.49,0.295,0.271E+21
111,4,20,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,30.5,13.1,21.8,20.2,3.34,0.394,0.271E+21
112,4,21,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,24.8,12.9,18.8,20.2,4.52,0.930,0.271E+21
113,4,22,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.8,17.9,23.8,20.2,10.5,0.523,0.271E+21
114,4,23,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.5,10.9,19.2,20.2,5.70,0.448,0.271E+21
115,4,24,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19.5,16.0,17.8,20.2,5.59,0.851,0.271E+21
116,4,25,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.4,12.3,13.9,20.2,4.93,0.990,0.271E+21
117,4,26,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.4,11.6,13.5,20.2,6.33,0.990,0.271E+21
118,4,27,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,24.3,15.9,20.1,20.2,2.98,0.293,0.271E+21
119,4,28,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.5,15.4,21.5,20.2,3.48,0.404,0.271E+21
120,4,29,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,21.2,16.8,19.0,20.2,4.85,0.284,0.271E+21
121,4,30,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,21.2,8.79,15.0,20.2,7.26,0.339,0.271E+21
122,5,1,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.4,18.0,22.2,23.5,3.03,0.574,0.271E+21
123,5,2,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.5,17.9,23.7,23.5,6.92,0.685,0.271E+21
124,5,3,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,34.0,18.7,26.3,23.5,2.53,0.535,0.271E+21
125,5,4,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,32.7,18.3,25.5,23.5,3.64,0.579,0.271E+21
126,5,5,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.4,19.6,24.5,23.5,2.38,0.304,0.271E+21
127,5,6,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.3,18.4,22.4,23.5,5.31,0.747,0.271E+21
128,5,7,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.4,16.1,22.2,23.5,4.92,0.685,0.271E+21
129,5,8,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,21.4,18.1,19.8,23.5,6.58,0.944,0.271E+21
130,5,9,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.4,16.6,21.5,23.5,3.67,0.352,0.271E+21
131,5,10,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.4,15.0,20.7,23.5,2.82,0.489,0.271E+21
132,5,11,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.7,15.8,22.8,23.5,5.01,0.461,0.271E+21
133,5,12,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.5,19.7,24.6,23.5,4.77,0.732,0.271E+21
134,5,13,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,23.1,20.5,21.8,23.5,3.36,0.927,0.271E+21
135,5,14,1996,1,1,bench           ,0.150,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.4,16.3,21.3,23.5,6.28,0.721,0.271E+21
