 TX_LG_GULLY               SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
  jday,   mon,   day,    yr,   unit , gis_id , name           ,         flo_in ,         aqu_in ,        flo_out ,          peakr,         sed_in,        sed_out,         washld,          bedld,            dep,        deg_btm,       deg_bank,         hc_sed,          width,          depth,          slope,        deg_btm,       deg_bank,         hc_len,      flo_in_mm ,      aqu_in_mm ,     flo_out_mm 
      ,      ,      ,      ,        ,        ,                ,          m^3/s ,          m^3/s ,          m^3/s ,          m^3/s,           tons,           tons,           tons,           tons,           tons,           tons,           tons,           tons,              m,              m,            m/m,              m,              m,              m,             mm ,             mm ,             mm 
1,1,1,1996,1,1,Gully_hru1      ,0.00,0.00,0.759E-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,76.7
2,1,2,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
3,1,3,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
4,1,4,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
5,1,5,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
6,1,6,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
7,1,7,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
8,1,8,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
9,1,9,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
10,1,10,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
11,1,11,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
12,1,12,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
13,1,13,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
14,1,14,1996,1,1,Gully_hru1      ,0.421E-4,0.00,0.392E-4,0.135E-2,0.995E-2,16.2,0.796E-2,0.00,0.00,16.2,0.00,0.00,8.37,3.80,0.231E-1,0.451,0.00,0.00,0.425E-1,0.00,0.396E-1
15,1,15,1996,1,1,Gully_hru1      ,0.00,0.00,0.283E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.286E-2
16,1,16,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
17,1,17,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
18,1,18,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
19,1,19,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
20,1,20,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
21,1,21,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
22,1,22,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
23,1,23,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
24,1,24,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
25,1,25,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
26,1,26,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
27,1,27,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
28,1,28,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
29,1,29,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
30,1,30,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
31,1,31,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
32,2,1,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.80,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
33,2,2,1996,1,1,Gully_hru1      ,0.236E-3,0.00,0.233E-3,0.755E-2,0.687E-1,16.2,0.549E-1,0.00,0.00,16.2,0.00,0.00,8.37,3.81,0.231E-1,0.450,0.00,0.00,0.239,0.00,0.235
34,2,3,1996,1,1,Gully_hru1      ,0.00,0.00,0.299E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.81,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.302E-2
35,2,4,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.81,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
36,2,5,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,3.81,0.231E-1,0.00,0.00,0.00,0.00,0.00,0.00
37,2,6,1996,1,1,Gully_hru1      ,0.467E-2,0.00,0.465E-2,0.149,1.94,89.2,1.55,0.00,0.00,58.9,9.24,19.5,8.38,3.83,0.230E-1,1.64,0.501,0.510,4.72,0.00,4.70
38,2,7,1996,1,1,Gully_hru1      ,0.00,0.00,0.151E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.38,3.83,0.230E-1,0.00,0.00,0.00,0.00,0.00,0.153E-1
39,2,8,1996,1,1,Gully_hru1      ,0.124E-2,0.00,0.123E-2,0.398E-1,0.441,40.3,0.353,0.00,0.00,37.4,2.54,0.00,8.38,3.84,0.229E-1,1.04,0.137,0.00,1.26,0.00,1.25
40,2,9,1996,1,1,Gully_hru1      ,0.00,0.00,0.904E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.38,3.84,0.229E-1,0.00,0.00,0.00,0.00,0.00,0.914E-2
41,2,10,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.38,3.84,0.229E-1,0.00,0.00,0.00,0.00,0.00,0.00
42,2,11,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.38,3.84,0.229E-1,0.00,0.00,0.00,0.00,0.00,0.00
43,2,12,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.38,3.84,0.229E-1,0.00,0.00,0.00,0.00,0.00,0.00
44,2,13,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.38,3.84,0.229E-1,0.00,0.00,0.00,0.00,0.00,0.00
45,2,14,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.38,3.84,0.229E-1,0.00,0.00,0.00,0.00,0.00,0.00
46,2,15,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.38,3.84,0.229E-1,0.00,0.00,0.00,0.00,0.00,0.00
47,2,16,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.38,3.84,0.229E-1,0.00,0.00,0.00,0.00,0.00,0.00
48,2,17,1996,1,1,Gully_hru1      ,0.836E-2,0.00,0.834E-2,0.268,3.73,124.,2.99,0.00,0.00,78.0,16.3,26.3,8.39,3.86,0.228E-1,2.17,0.877,0.683,8.45,0.00,8.43
49,2,18,1996,1,1,Gully_hru1      ,0.00,0.00,0.213E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.86,0.228E-1,0.00,0.00,0.00,0.00,0.00,0.215E-1
50,2,19,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.86,0.228E-1,0.00,0.00,0.00,0.00,0.00,0.00
51,2,20,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.86,0.228E-1,0.00,0.00,0.00,0.00,0.00,0.00
52,2,21,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.86,0.228E-1,0.00,0.00,0.00,0.00,0.00,0.00
53,2,22,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.86,0.228E-1,0.00,0.00,0.00,0.00,0.00,0.00
54,2,23,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.86,0.228E-1,0.00,0.00,0.00,0.00,0.00,0.00
55,2,24,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.86,0.228E-1,0.00,0.00,0.00,0.00,0.00,0.00
56,2,25,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.86,0.228E-1,0.00,0.00,0.00,0.00,0.00,0.00
57,2,26,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.86,0.228E-1,0.00,0.00,0.00,0.00,0.00,0.00
58,2,27,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.86,0.228E-1,0.00,0.00,0.00,0.00,0.00,0.00
59,2,28,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.86,0.228E-1,0.00,0.00,0.00,0.00,0.00,0.00
60,2,29,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.86,0.228E-1,0.00,0.00,0.00,0.00,0.00,0.00
61,3,1,1996,1,1,Gully_hru1      ,0.579E-2,0.00,0.577E-2,0.185,2.47,105.,1.98,0.00,0.00,68.1,12.7,22.1,8.39,3.88,0.228E-1,1.90,0.680,0.568,5.85,0.00,5.83
62,3,2,1996,1,1,Gully_hru1      ,0.00,0.00,0.182E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.88,0.228E-1,0.00,0.00,0.00,0.00,0.00,0.184E-1
63,3,3,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.88,0.228E-1,0.00,0.00,0.00,0.00,0.00,0.00
64,3,4,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.88,0.228E-1,0.00,0.00,0.00,0.00,0.00,0.00
65,3,5,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.88,0.228E-1,0.00,0.00,0.00,0.00,0.00,0.00
66,3,6,1996,1,1,Gully_hru1      ,0.266E-4,0.00,0.239E-4,0.852E-3,0.596E-2,16.0,0.477E-2,0.00,0.00,16.0,0.00,0.00,8.39,3.88,0.227E-1,0.444,0.00,0.00,0.269E-1,0.00,0.242E-1
67,3,7,1996,1,1,Gully_hru1      ,0.00,0.00,0.273E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.88,0.227E-1,0.00,0.00,0.00,0.00,0.00,0.276E-2
68,3,8,1996,1,1,Gully_hru1      ,0.221E-3,0.00,0.218E-3,0.706E-2,0.637E-1,16.0,0.509E-1,0.00,0.00,16.0,0.00,0.00,8.39,3.89,0.227E-1,0.444,0.00,0.00,0.223,0.00,0.220
69,3,9,1996,1,1,Gully_hru1      ,0.00,0.00,0.300E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.89,0.227E-1,0.00,0.00,0.00,0.00,0.00,0.303E-2
70,3,10,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.89,0.227E-1,0.00,0.00,0.00,0.00,0.00,0.00
71,3,11,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.89,0.227E-1,0.00,0.00,0.00,0.00,0.00,0.00
72,3,12,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.89,0.227E-1,0.00,0.00,0.00,0.00,0.00,0.00
73,3,13,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.89,0.227E-1,0.00,0.00,0.00,0.00,0.00,0.00
74,3,14,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.89,0.227E-1,0.00,0.00,0.00,0.00,0.00,0.00
75,3,15,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.89,0.227E-1,0.00,0.00,0.00,0.00,0.00,0.00
76,3,16,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.89,0.227E-1,0.00,0.00,0.00,0.00,0.00,0.00
77,3,17,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.89,0.227E-1,0.00,0.00,0.00,0.00,0.00,0.00
78,3,18,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.89,0.227E-1,0.00,0.00,0.00,0.00,0.00,0.00
79,3,19,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.89,0.227E-1,0.00,0.00,0.00,0.00,0.00,0.00
80,3,20,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.39,3.89,0.227E-1,0.00,0.00,0.00,0.00,0.00,0.00
81,3,21,1996,1,1,Gully_hru1      ,0.635E-2,0.00,0.633E-2,0.203,2.74,106.,2.19,0.00,0.00,67.8,12.7,23.3,8.40,3.90,0.226E-1,1.89,0.673,0.595,6.42,0.00,6.40
82,3,22,1996,1,1,Gully_hru1      ,0.00,0.00,0.182E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,3.90,0.226E-1,0.00,0.00,0.00,0.00,0.00,0.184E-1
83,3,23,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,3.90,0.226E-1,0.00,0.00,0.00,0.00,0.00,0.00
84,3,24,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,3.90,0.226E-1,0.00,0.00,0.00,0.00,0.00,0.00
85,3,25,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,3.90,0.226E-1,0.00,0.00,0.00,0.00,0.00,0.00
86,3,26,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,3.90,0.226E-1,0.00,0.00,0.00,0.00,0.00,0.00
87,3,27,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,3.90,0.226E-1,0.00,0.00,0.00,0.00,0.00,0.00
88,3,28,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,3.90,0.226E-1,0.00,0.00,0.00,0.00,0.00,0.00
89,3,29,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,3.90,0.226E-1,0.00,0.00,0.00,0.00,0.00,0.00
90,3,30,1996,1,1,Gully_hru1      ,0.104E-4,0.00,0.808E-5,0.334E-3,0.209E-2,15.9,0.167E-2,0.00,0.00,15.9,0.00,0.00,8.40,3.91,0.226E-1,0.442,0.00,0.00,0.105E-1,0.00,0.816E-2
91,3,31,1996,1,1,Gully_hru1      ,0.00,0.00,0.235E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,3.91,0.226E-1,0.00,0.00,0.00,0.00,0.00,0.238E-2
92,4,1,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,3.91,0.226E-1,0.00,0.00,0.00,0.00,0.00,0.00
93,4,2,1996,1,1,Gully_hru1      ,0.519E-2,0.00,0.517E-2,0.166,2.19,90.0,1.75,0.00,0.00,58.0,9.12,21.2,8.41,3.92,0.226E-1,1.61,0.481,0.538,5.24,0.00,5.23
94,4,3,1996,1,1,Gully_hru1      ,0.268E-3,0.00,0.280E-3,0.858E-2,0.792E-1,15.9,0.633E-1,0.00,0.00,15.8,0.00,0.00,8.41,3.93,0.225E-1,0.440,0.00,0.00,0.271,0.00,0.283
95,4,4,1996,1,1,Gully_hru1      ,0.00,0.00,0.301E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.93,0.225E-1,0.00,0.00,0.00,0.00,0.00,0.304E-2
96,4,5,1996,1,1,Gully_hru1      ,0.372E-2,0.00,0.370E-2,0.119,1.51,86.1,1.21,0.00,0.00,57.8,9.09,18.1,8.41,3.95,0.225E-1,1.60,0.477,0.456,3.76,0.00,3.74
97,4,6,1996,1,1,Gully_hru1      ,0.00,0.00,0.152E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.95,0.225E-1,0.00,0.00,0.00,0.00,0.00,0.153E-1
98,4,7,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.95,0.225E-1,0.00,0.00,0.00,0.00,0.00,0.00
99,4,8,1996,1,1,Gully_hru1      ,0.845E-3,0.00,0.839E-3,0.270E-1,0.286,26.8,0.229,0.00,0.00,26.6,0.00,0.00,8.41,3.95,0.224E-1,0.738,0.00,0.00,0.854,0.00,0.848
100,4,9,1996,1,1,Gully_hru1      ,0.00,0.00,0.605E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.95,0.224E-1,0.00,0.00,0.00,0.00,0.00,0.611E-2
101,4,10,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.95,0.224E-1,0.00,0.00,0.00,0.00,0.00,0.00
102,4,11,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.95,0.224E-1,0.00,0.00,0.00,0.00,0.00,0.00
103,4,12,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.95,0.224E-1,0.00,0.00,0.00,0.00,0.00,0.00
104,4,13,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.95,0.224E-1,0.00,0.00,0.00,0.00,0.00,0.00
105,4,14,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.95,0.224E-1,0.00,0.00,0.00,0.00,0.00,0.00
106,4,15,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.95,0.224E-1,0.00,0.00,0.00,0.00,0.00,0.00
107,4,16,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.95,0.224E-1,0.00,0.00,0.00,0.00,0.00,0.00
108,4,17,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.95,0.224E-1,0.00,0.00,0.00,0.00,0.00,0.00
109,4,18,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.95,0.224E-1,0.00,0.00,0.00,0.00,0.00,0.00
110,4,19,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.95,0.224E-1,0.00,0.00,0.00,0.00,0.00,0.00
111,4,20,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.95,0.224E-1,0.00,0.00,0.00,0.00,0.00,0.00
112,4,21,1996,1,1,Gully_hru1      ,0.221E-2,0.00,0.220E-2,0.707E-1,0.841,39.8,0.673,0.00,0.00,36.7,2.41,0.00,8.41,3.96,0.224E-1,1.02,0.126,0.00,2.23,0.00,2.22
113,4,22,1996,1,1,Gully_hru1      ,0.00,0.00,0.911E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.96,0.224E-1,0.00,0.00,0.00,0.00,0.00,0.920E-2
114,4,23,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.96,0.224E-1,0.00,0.00,0.00,0.00,0.00,0.00
115,4,24,1996,1,1,Gully_hru1      ,0.439E-3,0.00,0.433E-3,0.140E-1,0.137,26.6,0.110,0.00,0.00,26.5,0.00,0.00,8.41,3.97,0.224E-1,0.736,0.00,0.00,0.443,0.00,0.437
116,4,25,1996,1,1,Gully_hru1      ,0.421E-3,0.00,0.421E-3,0.135E-1,0.131,26.6,0.105,0.00,0.00,26.5,0.00,0.00,8.41,3.98,0.223E-1,0.735,0.00,0.00,0.425,0.00,0.425
117,4,26,1996,1,1,Gully_hru1      ,0.00,0.00,0.601E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.607E-2
118,4,27,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
119,4,28,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
120,4,29,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
121,4,30,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
