 TX_LG_GULLY               SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
  jday,   mon,   day,    yr,   unit , gis_id , name           ,         flo_in ,         aqu_in ,        flo_out ,          peakr,         sed_in,        sed_out,         washld,          bedld,            dep,        deg_btm,       deg_bank,         hc_sed,          width,          depth,          slope,        deg_btm,       deg_bank,         hc_len,      flo_in_mm ,      aqu_in_mm ,     flo_out_mm 
      ,      ,      ,      ,        ,        ,                ,          m^3/s ,          m^3/s ,          m^3/s ,          m^3/s,           tons,           tons,           tons,           tons,           tons,           tons,           tons,           tons,              m,              m,            m/m,              m,              m,              m,             mm ,             mm ,             mm 
364,12,29,1996,1,1,Gully_hru1      ,0.111E-3,0.00,0.129E-3,0.355E-2,0.479E-2,14.7,0.384E-2,0.00,0.00,14.7,0.00,0.00,8.48,4.35,0.207E-1,0.404,0.00,0.00,0.112,0.00,0.131
365,12,30,1996,1,1,Gully_hru1      ,0.147E-3,0.00,0.147E-3,0.469E-2,0.634E-2,14.7,0.507E-2,0.00,0.00,14.7,0.00,0.00,8.48,4.35,0.207E-1,0.404,0.00,0.00,0.148,0.00,0.148
366,12,31,1996,1,1,Gully_hru1      ,0.426E-2,0.00,0.424E-2,0.136,1.66,84.7,1.33,0.00,0.00,53.5,8.32,21.6,8.49,4.37,0.206E-1,1.47,0.395,0.487,4.30,0.00,4.29
1,1,1,1997,1,1,Gully_hru1      ,0.267E-3,0.00,0.280E-3,0.856E-2,0.116E-1,14.6,0.924E-2,0.00,0.00,14.6,0.00,0.00,8.49,4.37,0.206E-1,0.402,0.00,0.00,0.270,0.00,0.283
2,1,2,1997,1,1,Gully_hru1      ,0.300E-3,0.00,0.300E-3,0.961E-2,0.130E-1,14.6,0.104E-1,0.00,0.00,14.6,0.00,0.00,8.49,4.38,0.206E-1,0.402,0.00,0.00,0.303,0.00,0.303
3,1,3,1997,1,1,Gully_hru1      ,0.319E-3,0.00,0.319E-3,0.102E-1,0.138E-1,14.6,0.110E-1,0.00,0.00,14.6,0.00,0.00,8.49,4.38,0.206E-1,0.402,0.00,0.00,0.323,0.00,0.323
4,1,4,1997,1,1,Gully_hru1      ,0.329E-3,0.00,0.329E-3,0.105E-1,0.142E-1,14.6,0.114E-1,0.00,0.00,14.6,0.00,0.00,8.49,4.38,0.205E-1,0.401,0.00,0.00,0.333,0.00,0.333
5,1,5,1997,1,1,Gully_hru1      ,0.443E-2,0.00,0.442E-2,0.142,1.68,85.0,1.34,0.00,0.00,53.2,8.26,22.2,8.49,4.40,0.205E-1,1.46,0.389,0.497,4.48,0.00,4.46
6,1,6,1997,1,1,Gully_hru1      ,0.408E-3,0.00,0.417E-3,0.130E-1,0.176E-1,24.5,0.141E-1,0.00,0.00,24.5,0.00,0.00,8.49,4.41,0.205E-1,0.673,0.00,0.00,0.412,0.00,0.421
7,1,7,1997,1,1,Gully_hru1      ,0.430E-3,0.00,0.430E-3,0.138E-1,0.186E-1,24.4,0.149E-1,0.00,0.00,24.4,0.00,0.00,8.49,4.41,0.204E-1,0.672,0.00,0.00,0.435,0.00,0.435
8,1,8,1997,1,1,Gully_hru1      ,0.440E-3,0.00,0.440E-3,0.141E-1,0.190E-1,24.4,0.152E-1,0.00,0.00,24.4,0.00,0.00,8.49,4.42,0.204E-1,0.671,0.00,0.00,0.445,0.00,0.445
9,1,9,1997,1,1,Gully_hru1      ,0.445E-2,0.00,0.444E-2,0.142,1.64,84.7,1.31,0.00,0.00,52.8,8.18,22.4,8.49,4.43,0.203E-1,1.45,0.382,0.498,4.50,0.00,4.49
10,1,10,1997,1,1,Gully_hru1      ,0.516E-3,0.00,0.525E-3,0.165E-1,0.223E-1,24.3,0.178E-1,0.00,0.00,24.3,0.00,0.00,8.49,4.44,0.203E-1,0.668,0.00,0.00,0.521,0.00,0.531
11,1,11,1997,1,1,Gully_hru1      ,0.550E-3,0.00,0.550E-3,0.176E-1,0.257E-1,24.3,0.206E-1,0.00,0.00,24.3,0.00,0.00,8.49,4.45,0.203E-1,0.667,0.00,0.00,0.556,0.00,0.556
12,1,12,1997,1,1,Gully_hru1      ,0.559E-3,0.00,0.559E-3,0.179E-1,0.241E-1,24.2,0.193E-1,0.00,0.00,24.2,0.00,0.00,8.49,4.45,0.202E-1,0.666,0.00,0.00,0.565,0.00,0.565
13,1,13,1997,1,1,Gully_hru1      ,0.559E-3,0.00,0.559E-3,0.179E-1,0.241E-1,24.2,0.193E-1,0.00,0.00,24.2,0.00,0.00,8.49,4.46,0.202E-1,0.665,0.00,0.00,0.565,0.00,0.565
14,1,14,1997,1,1,Gully_hru1      ,0.548E-3,0.00,0.548E-3,0.175E-1,0.237E-1,24.2,0.190E-1,0.00,0.00,24.2,0.00,0.00,8.49,4.47,0.202E-1,0.664,0.00,0.00,0.554,0.00,0.554
15,1,15,1997,1,1,Gully_hru1      ,0.529E-3,0.00,0.529E-3,0.169E-1,0.229E-1,24.1,0.183E-1,0.00,0.00,24.1,0.00,0.00,8.49,4.47,0.202E-1,0.663,0.00,0.00,0.535,0.00,0.535
16,1,16,1997,1,1,Gully_hru1      ,0.504E-3,0.00,0.504E-3,0.161E-1,0.218E-1,24.1,0.174E-1,0.00,0.00,24.1,0.00,0.00,8.49,4.48,0.201E-1,0.662,0.00,0.00,0.509,0.00,0.509
17,1,17,1997,1,1,Gully_hru1      ,0.479E-3,0.00,0.479E-3,0.153E-1,0.207E-1,24.1,0.166E-1,0.00,0.00,24.1,0.00,0.00,8.49,4.49,0.201E-1,0.661,0.00,0.00,0.484,0.00,0.484
18,1,18,1997,1,1,Gully_hru1      ,0.456E-3,0.00,0.456E-3,0.146E-1,0.197E-1,24.0,0.157E-1,0.00,0.00,24.0,0.00,0.00,8.49,4.49,0.201E-1,0.660,0.00,0.00,0.460,0.00,0.460
19,1,19,1997,1,1,Gully_hru1      ,0.327E-2,0.00,0.327E-2,0.105,1.12,67.2,0.899,0.00,0.00,42.1,4.65,19.6,8.50,4.50,0.200E-1,1.16,0.213,0.427,3.31,0.00,3.30
20,1,20,1997,1,1,Gully_hru1      ,0.457E-3,0.00,0.463E-3,0.146E-1,0.197E-1,23.9,0.158E-1,0.00,0.00,23.9,0.00,0.00,8.50,4.51,0.200E-1,0.658,0.00,0.00,0.462,0.00,0.468
21,1,21,1997,1,1,Gully_hru1      ,0.443E-3,0.00,0.443E-3,0.142E-1,0.191E-1,23.9,0.153E-1,0.00,0.00,23.9,0.00,0.00,8.50,4.52,0.200E-1,0.657,0.00,0.00,0.447,0.00,0.447
22,1,22,1997,1,1,Gully_hru1      ,0.421E-3,0.00,0.421E-3,0.135E-1,0.182E-1,23.9,0.146E-1,0.00,0.00,23.9,0.00,0.00,8.50,4.52,0.199E-1,0.656,0.00,0.00,0.426,0.00,0.426
23,1,23,1997,1,1,Gully_hru1      ,0.401E-3,0.00,0.401E-3,0.128E-1,0.173E-1,23.8,0.138E-1,0.00,0.00,23.8,0.00,0.00,8.50,4.53,0.199E-1,0.655,0.00,0.00,0.405,0.00,0.405
24,1,24,1997,1,1,Gully_hru1      ,0.381E-3,0.00,0.381E-3,0.122E-1,0.165E-1,23.8,0.132E-1,0.00,0.00,23.8,0.00,0.00,8.50,4.54,0.199E-1,0.654,0.00,0.00,0.385,0.00,0.385
25,1,25,1997,1,1,Gully_hru1      ,0.254E-2,0.00,0.253E-2,0.813E-1,0.835,46.9,0.668,0.00,0.00,41.7,4.55,0.00,8.50,4.55,0.198E-1,1.15,0.207,0.00,2.57,0.00,2.56
26,1,26,1997,1,1,Gully_hru1      ,0.387E-3,0.00,0.393E-3,0.124E-1,0.167E-1,23.7,0.134E-1,0.00,0.00,23.7,0.00,0.00,8.50,4.56,0.198E-1,0.651,0.00,0.00,0.391,0.00,0.397
27,1,27,1997,1,1,Gully_hru1      ,0.375E-3,0.00,0.375E-3,0.120E-1,0.162E-1,23.7,0.130E-1,0.00,0.00,23.7,0.00,0.00,8.50,4.56,0.198E-1,0.650,0.00,0.00,0.379,0.00,0.379
28,1,28,1997,1,1,Gully_hru1      ,0.357E-3,0.00,0.357E-3,0.114E-1,0.154E-1,23.6,0.123E-1,0.00,0.00,23.6,0.00,0.00,8.50,4.57,0.197E-1,0.650,0.00,0.00,0.360,0.00,0.360
29,1,29,1997,1,1,Gully_hru1      ,0.339E-3,0.00,0.342E-3,0.109E-1,0.147E-1,14.0,0.117E-1,0.00,0.00,14.0,0.00,0.00,8.50,4.57,0.197E-1,0.385,0.00,0.00,0.343,0.00,0.346
30,1,30,1997,1,1,Gully_hru1      ,0.323E-3,0.00,0.323E-3,0.103E-1,0.139E-1,14.0,0.112E-1,0.00,0.00,14.0,0.00,0.00,8.50,4.58,0.197E-1,0.385,0.00,0.00,0.326,0.00,0.326
31,1,31,1997,1,1,Gully_hru1      ,0.183E-1,0.00,0.182E-1,0.585,8.78,188.,7.03,0.00,0.00,104.,30.0,47.1,8.51,4.60,0.196E-1,2.85,1.35,1.01,18.5,0.00,18.4
32,2,1,1997,1,1,Gully_hru1      ,0.379E-3,0.00,0.407E-3,0.121E-1,0.164E-1,23.5,0.131E-1,0.00,0.00,23.4,0.00,0.00,8.51,4.61,0.196E-1,0.643,0.00,0.00,0.383,0.00,0.412
33,2,2,1997,1,1,Gully_hru1      ,0.385E-3,0.00,0.385E-3,0.123E-1,0.166E-1,23.4,0.133E-1,0.00,0.00,23.4,0.00,0.00,8.51,4.62,0.195E-1,0.642,0.00,0.00,0.389,0.00,0.389
34,2,3,1997,1,1,Gully_hru1      ,0.380E-3,0.00,0.380E-3,0.121E-1,0.164E-1,23.4,0.131E-1,0.00,0.00,23.4,0.00,0.00,8.51,4.62,0.195E-1,0.642,0.00,0.00,0.384,0.00,0.384
35,2,4,1997,1,1,Gully_hru1      ,0.363E-3,0.00,0.363E-3,0.116E-1,0.157E-1,23.4,0.126E-1,0.00,0.00,23.3,0.00,0.00,8.51,4.63,0.195E-1,0.641,0.00,0.00,0.367,0.00,0.367
36,2,5,1997,1,1,Gully_hru1      ,0.346E-3,0.00,0.346E-3,0.111E-1,0.149E-1,23.3,0.119E-1,0.00,0.00,23.3,0.00,0.00,8.51,4.64,0.194E-1,0.640,0.00,0.00,0.349,0.00,0.349
37,2,6,1997,1,1,Gully_hru1      ,0.329E-3,0.00,0.332E-3,0.105E-1,0.142E-1,13.8,0.114E-1,0.00,0.00,13.8,0.00,0.00,8.51,4.64,0.194E-1,0.379,0.00,0.00,0.332,0.00,0.335
38,2,7,1997,1,1,Gully_hru1      ,0.313E-3,0.00,0.313E-3,0.100E-1,0.135E-1,13.8,0.108E-1,0.00,0.00,13.8,0.00,0.00,8.51,4.64,0.194E-1,0.379,0.00,0.00,0.316,0.00,0.316
39,2,8,1997,1,1,Gully_hru1      ,0.298E-3,0.00,0.298E-3,0.952E-2,0.129E-1,13.8,0.103E-1,0.00,0.00,13.8,0.00,0.00,8.51,4.65,0.194E-1,0.379,0.00,0.00,0.301,0.00,0.301
40,2,9,1997,1,1,Gully_hru1      ,0.283E-3,0.00,0.283E-3,0.906E-2,0.122E-1,13.8,0.978E-2,0.00,0.00,13.8,0.00,0.00,8.51,4.65,0.194E-1,0.378,0.00,0.00,0.286,0.00,0.286
41,2,10,1997,1,1,Gully_hru1      ,0.269E-3,0.00,0.269E-3,0.862E-2,0.116E-1,13.8,0.930E-2,0.00,0.00,13.8,0.00,0.00,8.51,4.66,0.194E-1,0.378,0.00,0.00,0.272,0.00,0.272
42,2,11,1997,1,1,Gully_hru1      ,0.256E-3,0.00,0.256E-3,0.820E-2,0.111E-1,13.8,0.885E-2,0.00,0.00,13.8,0.00,0.00,8.51,4.66,0.193E-1,0.378,0.00,0.00,0.259,0.00,0.259
43,2,12,1997,1,1,Gully_hru1      ,0.244E-3,0.00,0.244E-3,0.780E-2,0.105E-1,13.8,0.842E-2,0.00,0.00,13.8,0.00,0.00,8.51,4.66,0.193E-1,0.377,0.00,0.00,0.246,0.00,0.246
44,2,13,1997,1,1,Gully_hru1      ,0.232E-3,0.00,0.232E-3,0.742E-2,0.100E-1,13.8,0.801E-2,0.00,0.00,13.7,0.00,0.00,8.51,4.67,0.193E-1,0.377,0.00,0.00,0.234,0.00,0.234
45,2,14,1997,1,1,Gully_hru1      ,0.220E-3,0.00,0.220E-3,0.705E-2,0.952E-2,13.7,0.762E-2,0.00,0.00,13.7,0.00,0.00,8.51,4.67,0.193E-1,0.377,0.00,0.00,0.223,0.00,0.223
46,2,15,1997,1,1,Gully_hru1      ,0.210E-3,0.00,0.210E-3,0.671E-2,0.906E-2,13.7,0.725E-2,0.00,0.00,13.7,0.00,0.00,8.51,4.67,0.193E-1,0.376,0.00,0.00,0.212,0.00,0.212
47,2,16,1997,1,1,Gully_hru1      ,0.199E-3,0.00,0.199E-3,0.638E-2,0.862E-2,13.7,0.689E-2,0.00,0.00,13.7,0.00,0.00,8.51,4.68,0.193E-1,0.376,0.00,0.00,0.202,0.00,0.202
48,2,17,1997,1,1,Gully_hru1      ,0.190E-3,0.00,0.190E-3,0.607E-2,0.820E-2,13.7,0.656E-2,0.00,0.00,13.7,0.00,0.00,8.51,4.68,0.192E-1,0.376,0.00,0.00,0.192,0.00,0.192
49,2,18,1997,1,1,Gully_hru1      ,0.180E-3,0.00,0.180E-3,0.578E-2,0.780E-2,13.7,0.624E-2,0.00,0.00,13.7,0.00,0.00,8.51,4.69,0.192E-1,0.375,0.00,0.00,0.182,0.00,0.182
50,2,19,1997,1,1,Gully_hru1      ,0.172E-3,0.00,0.172E-3,0.549E-2,0.742E-2,13.7,0.593E-2,0.00,0.00,13.7,0.00,0.00,8.51,4.69,0.192E-1,0.375,0.00,0.00,0.173,0.00,0.173
51,2,20,1997,1,1,Gully_hru1      ,0.163E-3,0.00,0.163E-3,0.523E-2,0.705E-2,13.7,0.564E-2,0.00,0.00,13.7,0.00,0.00,8.51,4.69,0.192E-1,0.375,0.00,0.00,0.165,0.00,0.165
52,2,21,1997,1,1,Gully_hru1      ,0.155E-3,0.00,0.155E-3,0.497E-2,0.671E-2,13.7,0.537E-2,0.00,0.00,13.7,0.00,0.00,8.51,4.70,0.192E-1,0.375,0.00,0.00,0.157,0.00,0.157
53,2,22,1997,1,1,Gully_hru1      ,0.148E-3,0.00,0.148E-3,0.473E-2,0.638E-2,13.6,0.511E-2,0.00,0.00,13.6,0.00,0.00,8.51,4.70,0.192E-1,0.374,0.00,0.00,0.149,0.00,0.149
54,2,23,1997,1,1,Gully_hru1      ,0.141E-3,0.00,0.141E-3,0.450E-2,0.607E-2,13.6,0.486E-2,0.00,0.00,13.6,0.00,0.00,8.51,4.70,0.191E-1,0.374,0.00,0.00,0.142,0.00,0.142
55,2,24,1997,1,1,Gully_hru1      ,0.134E-3,0.00,0.134E-3,0.428E-2,0.578E-2,13.6,0.462E-2,0.00,0.00,13.6,0.00,0.00,8.51,4.71,0.191E-1,0.374,0.00,0.00,0.135,0.00,0.135
56,2,25,1997,1,1,Gully_hru1      ,0.596E-3,0.00,0.593E-3,0.191E-1,0.154,23.0,0.124,0.00,0.00,22.9,0.00,0.00,8.51,4.71,0.191E-1,0.628,0.00,0.00,0.603,0.00,0.599
57,2,26,1997,1,1,Gully_hru1      ,0.121E-3,0.00,0.124E-3,0.387E-2,0.523E-2,13.6,0.418E-2,0.00,0.00,13.6,0.00,0.00,8.51,4.72,0.191E-1,0.373,0.00,0.00,0.122,0.00,0.125
58,2,27,1997,1,1,Gully_hru1      ,0.115E-3,0.00,0.115E-3,0.368E-2,0.497E-2,13.6,0.398E-2,0.00,0.00,13.6,0.00,0.00,8.51,4.72,0.191E-1,0.372,0.00,0.00,0.116,0.00,0.116
59,2,28,1997,1,1,Gully_hru1      ,0.109E-3,0.00,0.109E-3,0.350E-2,0.473E-2,13.6,0.378E-2,0.00,0.00,13.6,0.00,0.00,8.51,4.73,0.191E-1,0.372,0.00,0.00,0.111,0.00,0.111
60,3,1,1997,1,1,Gully_hru1      ,0.104E-3,0.00,0.104E-3,0.333E-2,0.450E-2,13.6,0.360E-2,0.00,0.00,13.5,0.00,0.00,8.51,4.73,0.190E-1,0.372,0.00,0.00,0.105,0.00,0.105
61,3,2,1997,1,1,Gully_hru1      ,0.990E-4,0.00,0.991E-4,0.317E-2,0.428E-2,13.5,0.342E-2,0.00,0.00,13.5,0.00,0.00,8.51,4.73,0.190E-1,0.371,0.00,0.00,0.100,0.00,0.100
62,3,3,1997,1,1,Gully_hru1      ,0.942E-4,0.00,0.942E-4,0.301E-2,0.407E-2,13.5,0.326E-2,0.00,0.00,13.5,0.00,0.00,8.51,4.74,0.190E-1,0.371,0.00,0.00,0.952E-1,0.00,0.952E-1
63,3,4,1997,1,1,Gully_hru1      ,0.896E-4,0.00,0.896E-4,0.287E-2,0.387E-2,13.5,0.310E-2,0.00,0.00,13.5,0.00,0.00,8.51,4.74,0.190E-1,0.371,0.00,0.00,0.906E-1,0.00,0.906E-1
64,3,5,1997,1,1,Gully_hru1      ,0.853E-4,0.00,0.853E-4,0.273E-2,0.368E-2,13.5,0.295E-2,0.00,0.00,13.5,0.00,0.00,8.51,4.74,0.190E-1,0.370,0.00,0.00,0.861E-1,0.00,0.862E-1
65,3,6,1997,1,1,Gully_hru1      ,0.811E-4,0.00,0.811E-4,0.260E-2,0.355E-2,13.5,0.284E-2,0.00,0.00,13.5,0.00,0.00,8.51,4.75,0.190E-1,0.370,0.00,0.00,0.820E-1,0.00,0.820E-1
66,3,7,1997,1,1,Gully_hru1      ,0.771E-4,0.00,0.771E-4,0.247E-2,0.333E-2,13.5,0.267E-2,0.00,0.00,13.5,0.00,0.00,8.51,4.75,0.189E-1,0.370,0.00,0.00,0.780E-1,0.00,0.780E-1
67,3,8,1997,1,1,Gully_hru1      ,0.142E-2,0.00,0.141E-2,0.454E-1,0.486,33.0,0.389,0.00,0.00,31.3,1.26,0.00,8.51,4.76,0.189E-1,0.860,0.545E-1,0.00,1.43,0.00,1.43
68,3,9,1997,1,1,Gully_hru1      ,0.698E-4,0.00,0.760E-4,0.223E-2,0.302E-2,13.4,0.241E-2,0.00,0.00,13.4,0.00,0.00,8.51,4.76,0.189E-1,0.369,0.00,0.00,0.705E-1,0.00,0.768E-1
69,3,10,1997,1,1,Gully_hru1      ,0.664E-4,0.00,0.664E-4,0.212E-2,0.287E-2,13.4,0.229E-2,0.00,0.00,13.4,0.00,0.00,8.51,4.77,0.189E-1,0.368,0.00,0.00,0.671E-1,0.00,0.671E-1
70,3,11,1997,1,1,Gully_hru1      ,0.632E-4,0.00,0.632E-4,0.202E-2,0.273E-2,13.4,0.218E-2,0.00,0.00,13.4,0.00,0.00,8.51,4.77,0.189E-1,0.368,0.00,0.00,0.638E-1,0.00,0.638E-1
71,3,12,1997,1,1,Gully_hru1      ,0.601E-4,0.00,0.601E-4,0.192E-2,0.260E-2,13.4,0.208E-2,0.00,0.00,13.4,0.00,0.00,8.51,4.78,0.188E-1,0.368,0.00,0.00,0.607E-1,0.00,0.607E-1
72,3,13,1997,1,1,Gully_hru1      ,0.571E-4,0.00,0.572E-4,0.183E-2,0.247E-2,13.4,0.197E-2,0.00,0.00,13.4,0.00,0.00,8.51,4.78,0.188E-1,0.368,0.00,0.00,0.577E-1,0.00,0.578E-1
73,3,14,1997,1,1,Gully_hru1      ,0.544E-4,0.00,0.544E-4,0.174E-2,0.235E-2,13.4,0.188E-2,0.00,0.00,13.4,0.00,0.00,8.51,4.78,0.188E-1,0.367,0.00,0.00,0.549E-1,0.00,0.549E-1
74,3,15,1997,1,1,Gully_hru1      ,0.517E-4,0.00,0.517E-4,0.165E-2,0.223E-2,13.4,0.179E-2,0.00,0.00,13.4,0.00,0.00,8.51,4.79,0.188E-1,0.367,0.00,0.00,0.523E-1,0.00,0.523E-1
75,3,16,1997,1,1,Gully_hru1      ,0.492E-4,0.00,0.492E-4,0.157E-2,0.212E-2,13.4,0.170E-2,0.00,0.00,13.4,0.00,0.00,8.51,4.79,0.188E-1,0.367,0.00,0.00,0.497E-1,0.00,0.497E-1
76,3,17,1997,1,1,Gully_hru1      ,0.468E-4,0.00,0.468E-4,0.150E-2,0.202E-2,13.4,0.162E-2,0.00,0.00,13.4,0.00,0.00,8.51,4.79,0.188E-1,0.366,0.00,0.00,0.473E-1,0.00,0.473E-1
77,3,18,1997,1,1,Gully_hru1      ,0.445E-4,0.00,0.445E-4,0.142E-2,0.192E-2,13.3,0.154E-2,0.00,0.00,13.3,0.00,0.00,8.51,4.80,0.187E-1,0.366,0.00,0.00,0.450E-1,0.00,0.450E-1
78,3,19,1997,1,1,Gully_hru1      ,0.423E-4,0.00,0.423E-4,0.135E-2,0.183E-2,13.3,0.146E-2,0.00,0.00,13.3,0.00,0.00,8.51,4.80,0.187E-1,0.366,0.00,0.00,0.428E-1,0.00,0.428E-1
79,3,20,1997,1,1,Gully_hru1      ,0.403E-4,0.00,0.403E-4,0.129E-2,0.174E-2,13.3,0.139E-2,0.00,0.00,13.3,0.00,0.00,8.51,4.80,0.187E-1,0.365,0.00,0.00,0.407E-1,0.00,0.407E-1
80,3,21,1997,1,1,Gully_hru1      ,0.383E-4,0.00,0.383E-4,0.123E-2,0.165E-2,13.3,0.132E-2,0.00,0.00,13.3,0.00,0.00,8.51,4.81,0.187E-1,0.365,0.00,0.00,0.387E-1,0.00,0.387E-1
81,3,22,1997,1,1,Gully_hru1      ,0.364E-4,0.00,0.364E-4,0.117E-2,0.157E-2,13.3,0.126E-2,0.00,0.00,13.3,0.00,0.00,8.51,4.81,0.187E-1,0.365,0.00,0.00,0.368E-1,0.00,0.368E-1
82,3,23,1997,1,1,Gully_hru1      ,0.347E-4,0.00,0.347E-4,0.111E-2,0.150E-2,13.3,0.120E-2,0.00,0.00,13.3,0.00,0.00,8.51,4.82,0.187E-1,0.364,0.00,0.00,0.350E-1,0.00,0.350E-1
83,3,24,1997,1,1,Gully_hru1      ,0.330E-4,0.00,0.330E-4,0.106E-2,0.142E-2,13.3,0.114E-2,0.00,0.00,13.3,0.00,0.00,8.51,4.82,0.187E-1,0.364,0.00,0.00,0.333E-1,0.00,0.333E-1
84,3,25,1997,1,1,Gully_hru1      ,0.314E-4,0.00,0.314E-4,0.100E-2,0.135E-2,13.3,0.108E-2,0.00,0.00,13.3,0.00,0.00,8.51,4.82,0.186E-1,0.364,0.00,0.00,0.317E-1,0.00,0.317E-1
85,3,26,1997,1,1,Gully_hru1      ,0.298E-4,0.00,0.298E-4,0.955E-3,0.129E-2,13.2,0.103E-2,0.00,0.00,13.2,0.00,0.00,8.51,4.83,0.186E-1,0.363,0.00,0.00,0.301E-1,0.00,0.302E-1
86,3,27,1997,1,1,Gully_hru1      ,0.384E-2,0.00,0.382E-2,0.123,1.55,79.4,1.24,0.00,0.00,48.3,7.07,22.8,8.51,4.84,0.186E-1,1.33,0.302,0.463,3.88,0.00,3.86
87,3,28,1997,1,1,Gully_hru1      ,0.270E-4,0.00,0.396E-4,0.864E-3,0.117E-2,13.2,0.933E-3,0.00,0.00,13.2,0.00,0.00,8.51,4.84,0.185E-1,0.362,0.00,0.00,0.273E-1,0.00,0.400E-1
88,3,29,1997,1,1,Gully_hru1      ,0.257E-4,0.00,0.257E-4,0.822E-3,0.111E-2,13.2,0.887E-3,0.00,0.00,13.2,0.00,0.00,8.51,4.85,0.185E-1,0.362,0.00,0.00,0.259E-1,0.00,0.260E-1
89,3,30,1997,1,1,Gully_hru1      ,0.244E-4,0.00,0.244E-4,0.782E-3,0.106E-2,13.2,0.844E-3,0.00,0.00,13.2,0.00,0.00,8.51,4.85,0.185E-1,0.361,0.00,0.00,0.247E-1,0.00,0.247E-1
90,3,31,1997,1,1,Gully_hru1      ,0.232E-4,0.00,0.232E-4,0.743E-3,0.100E-2,13.2,0.803E-3,0.00,0.00,13.2,0.00,0.00,8.51,4.85,0.185E-1,0.361,0.00,0.00,0.235E-1,0.00,0.235E-1
91,4,1,1997,1,1,Gully_hru1      ,0.221E-4,0.00,0.221E-4,0.707E-3,0.955E-3,13.2,0.764E-3,0.00,0.00,13.2,0.00,0.00,8.51,4.86,0.185E-1,0.361,0.00,0.00,0.223E-1,0.00,0.223E-1
92,4,2,1997,1,1,Gully_hru1      ,0.210E-4,0.00,0.210E-4,0.673E-3,0.908E-3,13.1,0.727E-3,0.00,0.00,13.1,0.00,0.00,8.51,4.86,0.185E-1,0.361,0.00,0.00,0.212E-1,0.00,0.213E-1
93,4,3,1997,1,1,Gully_hru1      ,0.200E-4,0.00,0.200E-4,0.640E-3,0.864E-3,13.1,0.691E-3,0.00,0.00,13.1,0.00,0.00,8.51,4.86,0.185E-1,0.360,0.00,0.00,0.202E-1,0.00,0.202E-1
94,4,4,1997,1,1,Gully_hru1      ,0.190E-4,0.00,0.190E-4,0.609E-3,0.822E-3,13.1,0.657E-3,0.00,0.00,13.1,0.00,0.00,8.51,4.87,0.184E-1,0.360,0.00,0.00,0.192E-1,0.00,0.192E-1
95,4,5,1997,1,1,Gully_hru1      ,0.181E-4,0.00,0.181E-4,0.579E-3,0.782E-3,13.1,0.625E-3,0.00,0.00,13.1,0.00,0.00,8.51,4.87,0.184E-1,0.360,0.00,0.00,0.183E-1,0.00,0.183E-1
96,4,6,1997,1,1,Gully_hru1      ,0.172E-4,0.00,0.172E-4,0.551E-3,0.744E-3,13.1,0.595E-3,0.00,0.00,13.1,0.00,0.00,8.51,4.88,0.184E-1,0.359,0.00,0.00,0.174E-1,0.00,0.174E-1
97,4,7,1997,1,1,Gully_hru1      ,0.164E-4,0.00,0.164E-4,0.524E-3,0.707E-3,13.1,0.566E-3,0.00,0.00,13.1,0.00,0.00,8.51,4.88,0.184E-1,0.359,0.00,0.00,0.165E-1,0.00,0.166E-1
98,4,8,1997,1,1,Gully_hru1      ,0.156E-4,0.00,0.156E-4,0.498E-3,0.673E-3,13.1,0.538E-3,0.00,0.00,13.1,0.00,0.00,8.51,4.88,0.184E-1,0.359,0.00,0.00,0.157E-1,0.00,0.158E-1
99,4,9,1997,1,1,Gully_hru1      ,0.148E-4,0.00,0.148E-4,0.474E-3,0.640E-3,13.1,0.512E-3,0.00,0.00,13.1,0.00,0.00,8.51,4.89,0.184E-1,0.358,0.00,0.00,0.150E-1,0.00,0.150E-1
100,4,10,1997,1,1,Gully_hru1      ,0.141E-4,0.00,0.141E-4,0.451E-3,0.609E-3,13.1,0.487E-3,0.00,0.00,13.1,0.00,0.00,8.51,4.89,0.183E-1,0.358,0.00,0.00,0.142E-1,0.00,0.143E-1
101,4,11,1997,1,1,Gully_hru1      ,0.134E-4,0.00,0.134E-4,0.429E-3,0.579E-3,13.0,0.463E-3,0.00,0.00,13.0,0.00,0.00,8.51,4.89,0.183E-1,0.358,0.00,0.00,0.135E-1,0.00,0.136E-1
102,4,12,1997,1,1,Gully_hru1      ,0.119E-2,0.00,0.119E-2,0.382E-1,0.417,31.6,0.334,0.00,0.00,30.3,0.993,0.00,8.51,4.90,0.183E-1,0.832,0.419E-1,0.00,1.21,0.00,1.20
103,4,13,1997,1,1,Gully_hru1      ,0.385E-2,0.00,0.385E-2,0.123,1.56,78.8,1.25,0.00,0.00,47.5,6.83,23.2,8.52,4.91,0.182E-1,1.30,0.288,0.464,3.89,0.00,3.89
104,4,14,1997,1,1,Gully_hru1      ,0.115E-4,0.00,0.245E-4,0.369E-3,0.498E-3,13.0,0.399E-3,0.00,0.00,13.0,0.00,0.00,8.52,4.92,0.182E-1,0.356,0.00,0.00,0.117E-1,0.00,0.247E-1
105,4,15,1997,1,1,Gully_hru1      ,0.221E-5,0.00,0.335E-5,0.706E-4,0.953E-4,13.0,0.762E-4,0.00,0.00,13.0,0.00,0.00,8.52,4.92,0.182E-1,0.355,0.00,0.00,0.223E-2,0.00,0.339E-2
